No_;Anchura;Galga;Se fabrica;No_ Mezcla Operativa;Abrefacil;Anchura Bobina (mm);Ancho Total Extrusión;Tratado;Tipo
2015923;111;240;1;;0;1110;0;0;BOB LAMI
2015924;103,8;80;0;;0;1038;1038;0;OPP TP
2015925;103,8;120;1;MO-100141;0;1038;1038;0;LAMI LAMI
2015926;103,8;80;1;;0;1038;0;0;BOB LAMI
2015927;103,8;200;1;;0;1038;0;0;BOB LAMI
2015928;91;80;1;;0;910;0;0;BOB LAMI
2015929;91;240;1;;0;910;0;0;BOB LAMI
2015930;111;90;1;MO-100004;0;1110;1110;0;BOB TUBO
2015931;111;80;1;;0;1110;0;0;BOB LAMI
2015932;111;240;1;;0;1110;0;0;BOB LAMI
2015933;79;80;1;;0;790;0;0;BOB LAMI
2015934;79;160;1;;0;790;0;0;BOB LAMI
2015935;93,8;220;1;MO-200107;0;938;938;0;BOB LAMI
2015936;102;120;0;MO-100999;0;1020;1020;0;OPP METAL
2015937;109;80;1;;0;1090;0;0;BOB LAMI
2015938;109;280;1;;0;1090;0;0;BOB LAMI
2015939;111;80;1;;0;1110;0;0;BOB LAMI
2015940;111;240;1;;0;1110;0;0;BOB LAMI
2015941;111;80;1;;0;1110;0;0;BOB LAMI
2015942;111;240;1;;0;1110;0;0;BOB LAMI
2015943;64;100;1;MO-100008;0;640;1280;0;BOB SETUBO
2015944;64;100;1;MO-100174;0;640;1280;0;BOB SETUBO
2015945;69;80;1;MO-100008;0;690;1380;0;BOB SETUBO
2015946;54;60;1;MO-100008;0;540;1080;0;BOB SETUBO
2015947;115;100;1;;0;1150;0;0;BOB LAMI
2015948;115;220;1;;0;1150;0;0;BOB LAMI
2015949;95;75;1;MO-100008;0;950;1900;0;BOB SETUBO
2015950;45;50;1;MO-100008;0;450;900;0;BOB SETUBO
2015951;115;100;1;;0;1150;0;0;BOB LAMI
2015952;115;220;1;;0;1150;0;0;BOB LAMI
2015953;111;80;1;MO-100172;0;1110;1110;0;BOB LAMI
2015954;111;100;1;MO-100172;0;1110;1110;0;BOB LAMI
2015955;95;80;1;;0;950;0;0;BOB LAMI
2015956;95;160;1;;0;950;0;0;BOB LAMI
2015957;84;120;1;;0;840;0;0;BOB LAMI
2015958;84;192;1;;0;840;0;0;BOB LAMI
2015959;75;150;1;MO-100056;0;750;750;0;BOB TUBO
2015960;99;80;1;;0;990;0;0;BOB LAMI
2015961;99;240;1;;0;990;0;0;BOB LAMI
2015962;99;320;1;;0;990;0;0;BOB LAMI
2015963;70;120;1;MO-100056;0;700;1400;0;BOB SETUBO
2015964;111;240;1;;0;1110;0;0;BOB LAMI
2015965;109;80;1;;0;1090;0;0;BOB LAMI
2015966;109;220;1;;0;1090;0;0;BOB LAMI
2015967;121;120;1;;0;1210;0;0;BOB LAMI
2015968;121;240;1;;0;1210;0;0;BOB LAMI
2015969;121;120;1;;0;1210;0;0;BOB LAMI
2015970;121;240;1;;0;1210;0;0;BOB LAMI
2015971;84;80;1;;0;840;0;0;BOB LAMI
2015972;84;200;1;;0;840;0;0;BOB LAMI
2015973;84;280;1;;0;840;0;0;BOB LAMI
2015974;93,8;80;1;;0;938;0;0;BOB LAMI
2015975;93,8;300;1;;0;938;0;0;BOB LAMI
2015976;80;90;1;MO-100099;0;800;1600;0;BOB SETUBO
2015977;97;80;1;;0;970;0;0;BOB LAMI
2015978;97;200;1;;0;970;0;0;BOB LAMI
2015979;68,5;48;0;MO-100999;0;685;685;0;PET
2015980;68,5;120;1;MO-100141;0;685;1370;0;BOB LAMI
2015981;68,5;48;1;;0;685;0;0;BOB LAMI
2015982;68,5;168;1;;0;685;0;0;BOB LAMI
2015983;68,5;60;0;;0;685;685;0;OPP TP
2015984;68,5;60;1;;0;685;0;0;BOB LAMI
2015985;68,5;180;1;;0;685;0;0;BOB LAMI
2015986;68,5;80;1;MO-100172;0;685;1370;0;BOB LAMI
2015987;68,5;120;1;MO-100178;0;685;1370;0;BOB LAMI
2015988;68,5;80;1;;0;685;0;0;BOB LAMI
2015989;68,5;200;1;;0;685;0;0;BOB LAMI
2015990;67;148;1;MO-100187;0;670;1340;0;BOB LAMI
2015991;67;148;1;;0;670;0;0;BOB LAMI
2015992;67;120;1;MO-100187;0;670;1340;0;BOB LAMI
2015993;67;120;1;;0;670;0;0;BOB LAMI
2015994;198;100;1;MO-100154;0;1980;1980;0;BOB TUBO
2015995;75;70;1;MO-100030;1;750;1500;0;BOB SETUBO
2015996;87;80;1;;0;870;0;0;BOB LAMI
2015997;87;140;1;;0;870;0;0;BOB LAMI
2015998;99;80;1;;0;990;0;0;BOB LAMI
2015999;99;240;1;;0;990;0;0;BOB LAMI
2016000;99;320;1;;0;990;0;0;BOB LAMI
2016001;111;80;1;;0;1110;0;0;BOB LAMI
2016002;111;240;1;;0;1110;0;0;BOB LAMI
2016003;105;50;0;MO-100049;0;1050;1050;0;BOB TUBO
2016004;121;120;1;;0;1210;0;0;BOB LAMI
2016005;121;240;1;;0;1210;0;0;BOB LAMI
2016006;99;80;1;;0;990;0;0;BOB LAMI
2016007;99;140;1;;0;990;0;0;BOB LAMI
2016008;99;80;1;;0;990;0;0;BOB LAMI
2016009;99;160;1;;0;990;0;0;BOB LAMI
2016010;71,5;80;0;MO-100999;0;715;715;0;OPP TP
2016011;71,5;160;0;MO-100999;0;715;715;0;CPP TP
2016012;71,5;80;1;;0;715;0;0;BOB LAMI
2016013;71,5;240;1;;0;715;0;0;BOB LAMI
2016014;71,5;120;0;;0;715;715;0;CPP TP
2016015;71,5;80;1;;0;715;0;0;BOB LAMI
2016016;71,5;200;1;;0;715;0;0;BOB LAMI
2016017;70;48;0;MO-100999;0;700;700;0;PET
2016018;71;60;0;;0;710;710;0;OPP TP
2016019;44;68;1;MO-100180;0;440;880;0;BOB SETUBO
2016020;99;80;1;;0;990;0;0;BOB LAMI
2016021;99;240;1;;0;990;0;0;BOB LAMI
2016022;99;320;1;;0;990;0;0;BOB LAMI
2016023;106,8;80;0;MO-100999;0;1068;1068;0;OPP MATE
2016024;106,8;120;1;MO-100141;0;1068;1068;0;LAMI LAMI
2016025;106,8;80;1;;0;1068;0;0;BOB LAMI
2016026;106,8;200;1;;0;1068;0;0;BOB LAMI
2016027;102,5;320;1;MO-100189;0;1025;1025;0;LAMI LAMI
2016028;87;80;1;;0;870;0;0;BOB LAMI
2016029;87;140;1;;0;870;0;0;BOB LAMI
2016030;113,5;80;0;MO-100999;0;1135;1135;0;OPP TP
2016031;72;60;0;;0;720;720;0;OPP TP
2016032;88;80;1;;0;880;0;0;BOB LAMI
2016033;88;240;1;;0;880;0;0;BOB LAMI
2016034;88;320;1;;0;880;0;0;BOB LAMI
2016035;109;140;1;MO-100178;0;1090;1090;0;BOB LAMI
2016036;93;152;1;;0;930;0;0;BOB LAMI
2016037;76;80;0;MO-100999;0;760;760;0;OPP TP
2016038;88;80;1;;0;880;0;0;BOB LAMI
2016039;88;240;1;;0;880;0;0;BOB LAMI
2016040;88;320;1;;0;880;0;0;BOB LAMI
2016041;88;80;1;;0;880;0;0;BOB LAMI
2016042;88;240;1;;0;880;0;0;BOB LAMI
2016043;88;320;1;;0;880;0;0;BOB LAMI
2016044;88;80;1;;0;880;0;0;BOB LAMI
2016045;88;240;1;;0;880;0;0;BOB LAMI
2016046;88;320;1;;0;880;0;0;BOB LAMI
2016047;109;80;1;;0;1090;0;0;BOB LAMI
2016048;109;220;1;;0;1090;0;0;BOB LAMI
2016049;84;160;1;;0;840;0;0;BOB LAMI
2016050;84;380;1;;0;840;0;0;BOB LAMI
2016051;102,5;400;1;MO-100189;0;1025;1025;0;LAMI LAMI
2016052;95;140;1;MO-100178;0;950;950;0;BOB LAMI
2016053;95;140;1;;0;950;0;0;BOB LAMI
2016054;95;280;1;;0;950;0;0;BOB LAMI
2016055;85;80;1;;0;850;0;0;BOB LAMI
2016056;85;200;1;;0;850;0;0;BOB LAMI
2016057;85;280;1;;0;850;0;0;BOB LAMI
2016058;111;80;1;;0;1110;0;0;BOB LAMI
2016059;111;240;1;;0;1110;0;0;BOB LAMI
2016060;88;80;1;;0;880;0;0;BOB LAMI
2016061;88;240;1;;0;880;0;0;BOB LAMI
2016062;88;320;1;;0;880;0;0;BOB LAMI
2016063;107;100;0;MO-100172;0;1070;1070;0;BOB LAMI
2016064;88;80;1;;0;880;0;0;BOB LAMI
2016065;88;240;1;;0;880;0;0;BOB LAMI
2016066;88;320;1;;0;880;0;0;BOB LAMI
2016067;111;80;1;;0;1110;0;0;BOB LAMI
2016068;111;240;1;;0;1110;0;0;BOB LAMI
2016069;87;120;1;;0;870;0;0;BOB LAMI
2016070;87;200;1;;0;870;0;0;BOB LAMI
2016071;109;140;0;MO-100999;0;1090;1090;0;CPP TP
2016072;109;100;1;;0;1090;0;0;BOB LAMI
2016073;109;240;1;;0;1090;0;0;BOB LAMI
2016074;95;48;1;;0;950;0;0;BOB LAMI
2016075;95;128;1;;0;950;0;0;BOB LAMI
2016076;99;100;1;;0;990;0;0;BOB LAMI
2016077;99;300;1;;0;990;0;0;BOB LAMI
2016078;99;80;1;;0;990;0;0;BOB LAMI
2016079;99;200;1;;0;990;0;0;BOB LAMI
2016080;730;80;1;MO-100172;0;730;730;0;BOB LAMI
2016081;73;120;1;MO-100178;0;730;1460;0;BOB LAMI
2016082;73;200;1;;0;730;0;0;BOB LAMI
2016083;94,2;120;0;;0;942;942;0;OPP TP
2016084;94,2;48;1;;0;942;0;0;BOB LAMI
2016085;94,2;168;1;;0;942;0;0;BOB LAMI
2016086;93;100;1;;0;930;0;0;BOB LAMI
2016087;93;220;1;;0;930;0;0;BOB LAMI
2016088;93;100;1;;0;930;0;0;BOB LAMI
2016089;93;220;1;;0;930;0;0;BOB LAMI
2016090;115;100;1;;0;1150;0;0;BOB LAMI
2016091;115;220;1;;0;1150;0;0;BOB LAMI
2016092;119;80;1;;0;1190;0;0;BOB LAMI
2016093;119;160;1;;0;1190;0;0;BOB LAMI
2016094;119;80;1;;0;1190;0;0;BOB LAMI
2016095;119;140;1;;0;1190;0;0;BOB LAMI
2016096;94;48;1;;0;940;0;0;BOB LAMI
2016097;94;288;1;;0;940;0;0;BOB LAMI
2016098;87;80;1;;0;870;0;0;BOB LAMI
2016099;87;160;1;;0;870;0;0;BOB LAMI
2016100;113;150;1;MO-100197;0;1130;1130;0;BOB TUBO
2016101;115;100;1;;0;1150;0;0;BOB LAMI
2016102;115;220;1;;0;1150;0;0;BOB LAMI
2016103;119;80;1;;0;1190;0;0;BOB LAMI
2016104;119;160;1;;0;1190;0;0;BOB LAMI
2016105;85;80;1;;0;850;0;0;BOB LAMI
2016106;85;200;1;;0;850;0;0;BOB LAMI
2016107;85;280;1;;0;850;0;0;BOB LAMI
2016108;102;48;0;;0;1020;1020;0;PET
2016109;111;80;1;;0;1110;0;0;BOB LAMI
2016110;111;240;1;;0;1110;0;0;BOB LAMI
2016111;87;80;1;;0;870;0;0;BOB LAMI
2016112;87;160;1;;0;870;0;0;BOB LAMI
2016113;87;80;1;;0;870;0;0;BOB LAMI
2016114;87;160;1;;0;870;0;0;BOB LAMI
2016115;111;80;1;;0;1110;0;0;BOB LAMI
2016116;111;240;1;;0;1110;0;0;BOB LAMI
2016117;99;80;1;;0;990;0;0;BOB LAMI
2016118;99;160;1;;0;990;0;0;BOB LAMI
2016119;95;140;1;;0;950;0;0;BOB LAMI
2016120;95;280;1;;0;950;0;0;BOB LAMI
2016121;105;100;1;MO-100125;0;1050;1050;0;BOB LAMI
2016122;105;120;1;MO-100141;0;1050;1050;0;BOB LAMI
2016123;105;100;1;;0;1050;0;0;BOB LAMI
2016124;105;220;1;;0;1050;0;0;BOB LAMI
2016125;87;140;1;;0;870;0;0;BOB LAMI
2016126;87;260;1;;0;870;0;0;BOB LAMI
2016127;105;80;1;;0;1050;0;0;BOB LAMI
2016128;105;200;1;;0;1050;0;0;BOB LAMI
2016129;65;120;1;MO-100174;0;650;1300;0;BOB SETUBO
2016130;71;80;1;;0;710;0;0;BOB LAMI
2016131;71;200;1;;0;710;0;0;BOB LAMI
2016132;99;80;1;;0;990;0;0;BOB LAMI
2016133;99;240;1;;0;990;0;0;BOB LAMI
2016134;99;320;1;;0;990;0;0;BOB LAMI
2016135;99;80;1;;0;990;0;0;BOB LAMI
2016136;99;240;1;;0;990;0;0;BOB LAMI
2016137;99;320;1;;0;990;0;0;BOB LAMI
2016138;105;200;1;;0;1050;0;0;BOB LAMI
2016139;95,8;220;1;MO-100196;0;958;958;0;BOB LAMI
2016140;95,8;80;1;;0;958;0;0;BOB LAMI
2016141;95,8;300;1;;0;958;0;0;BOB LAMI
2016142;99;80;1;;0;990;0;0;BOB LAMI
2016143;99;240;1;;0;990;0;0;BOB LAMI
2016144;99;320;1;;0;990;0;0;BOB LAMI
2016145;104;48;0;MO-100999;0;1040;1040;0;PET
2016146;125;48;0;MO-100999;0;1250;1250;0;PET
2016147;88;80;1;;0;880;0;0;BOB LAMI
2016148;88;240;1;;0;880;0;0;BOB LAMI
2016149;88;320;1;;0;880;0;0;BOB LAMI
2016150;111;80;1;;0;1110;0;0;BOB LAMI
2016151;111;240;1;;0;1110;0;0;BOB LAMI
2016152;117;260;1;MO-100141;0;1170;1170;0;BOB LAMI
2016153;117;48;1;;0;1170;0;0;BOB LAMI
2016154;117;308;1;;0;1170;0;0;BOB LAMI
2016155;120;160;0;MO-100999;0;1200;1200;0;PE BARRERA
2016156;52;60;1;MO-100008;0;520;1040;0;BOB SETUBO
2016157;55;95;1;MO-100174;0;550;1100;0;BOB SETUBO
2016158;60;60;1;MO-100008;0;600;1200;0;BOB SETUBO
2016159;111;120;1;;0;1110;0;0;BOB LAMI
2016160;111;240;1;;0;1110;0;0;BOB LAMI
2016161;111;120;1;;0;1110;0;0;BOB LAMI
2016162;111;240;1;;0;1110;0;0;BOB LAMI
2016163;111;120;1;;0;1110;0;0;BOB LAMI
2016164;111;240;1;;0;1110;0;0;BOB LAMI
2016165;111;80;1;;0;1110;0;0;BOB LAMI
2016166;111;240;1;;0;1110;0;0;BOB LAMI
2016167;99;80;1;;0;990;0;0;BOB LAMI
2016168;99;200;1;;0;990;0;0;BOB LAMI
2016169;97,5;100;1;;0;975;0;0;BOB LAMI
2016170;97,5;200;1;;0;975;0;0;BOB LAMI
2016171;120,2;120;0;MO-100999;0;1202;1202;0;OPP TP
2016172;120,2;80;0;MO-100999;0;1202;1202;0;OPP METAL
2016173;120,2;120;1;;0;1202;0;0;BOB LAMI
2016174;120,2;200;1;;0;1202;0;0;BOB LAMI
2016175;87;80;1;;0;870;0;0;BOB LAMI
2016176;87;160;1;;0;870;0;0;BOB LAMI
2016177;60;80;1;MO-100192;0;600;1200;0;BOB SETUBO
2016178;60;60;1;MO-100030;0;600;1200;0;BOB SETUBO
2016179;60;65;1;MO-100008;0;600;1200;0;BOB SETUBO
2016180;550;60;1;MO-100008;0;550;1100;0;BOB SETUBO
2016181;60;75;1;MO-100191;0;600;1200;0;BOB SETUBO
2016182;60;65;1;MO-100191;0;600;1200;0;BOB SETUBO
2016183;55;52;1;MO-100008;0;550;1100;0;BOB SETUBO
2016184;60;64;1;MO-100008;0;600;1200;0;BOB SETUBO
2016185;55;80;1;MO-100099;0;550;1100;0;BOB SETUBO
2016186;60;80;1;MO-100192;0;600;1200;0;BOB SETUBO
2016187;94;110;1;MO-100154;0;940;940;0;BOB TUBO
2016188;110;100;1;MO-100154;1;1100;1100;0;BOB SETUBO
2016189;108;100;1;MO-100154;1;1080;1080;0;BOB TUBO
2016190;87;120;1;;0;870;0;0;BOB LAMI
2016191;87;200;1;;0;870;0;0;BOB LAMI
2016192;45;68;1;MO-100180;0;450;900;0;BOB SETUBO
2016193;103;48;0;MO-100999;0;1030;1030;0;PET
2016194;103;80;0;MO-100999;0;1030;1030;0;OPP TP
2016195;103;48;1;;0;1030;0;0;BOB LAMI
2016196;103;128;1;;0;1030;0;0;BOB LAMI
2016197;111;80;1;;0;1110;0;0;BOB LAMI
2016198;111;240;1;;0;1110;0;0;BOB LAMI
2016199;99;80;1;;0;990;0;0;BOB LAMI
2016200;99;180;1;;0;990;0;0;BOB LAMI
2016201;99;260;1;;0;990;0;0;BOB LAMI
2016202;90;80;0;;0;900;900;0;OPP BO
2016203;90;80;1;;0;900;0;0;BOB LAMI
2016204;90;160;1;;0;900;0;0;BOB LAMI
2016205;45;60;1;MO-100180;0;450;900;0;BOB SETUBO
2016206;49;86;1;MO-100180;0;490;980;0;BOB SETUBO
2016207;60;68;1;MO-100030;0;600;1200;0;BOB SETUBO
2016208;55;60;1;MO-100008;0;550;1100;0;BOB SETUBO
2016209;123;120;1;;0;1230;0;0;BOB LAMI
2016210;123;200;1;;0;1230;0;0;BOB LAMI
2016212;99,8;100;1;MO-100172;0;998;998;0;BOB LAMI
2016213;99,8;100;1;MO-200109;0;998;998;0;BOB LAMI
2016214;99,8;200;1;;0;998;0;0;BOB LAMI
2016215;60;65;1;MO-100008;0;600;1200;0;BOB SETUBO
2016216;60;75;1;MO-100008;0;600;1200;0;BOB SETUBO
2016217;45;50;1;MO-100008;0;450;900;0;BOB SETUBO
2016218;60;65;1;MO-100038;0;600;1200;0;BOB SETUBO
2016219;84;100;0;;0;840;840;0;OPP TP
2016220;101;100;0;;0;1010;1010;0;OPP TP
2016221;111;80;1;;0;1110;0;0;BOB LAMI
2016222;111;320;1;;0;1110;0;0;BOB LAMI
2016223;65;80;0;MO-100999;0;650;650;0;OPP MATE
2016224;65;220;1;MO-100178;0;650;1300;0;BOB LAMI
2016225;65;80;1;MO-100157;0;650;650;0;BOB LAMI
2016226;65;300;1;;0;650;0;0;BOB LAMI
2016227;65;300;1;;0;650;0;0;BOB LAMI
2016228;87;80;1;;0;870;0;0;BOB LAMI
2016229;87;160;1;;0;870;0;0;BOB LAMI
2016230;87;80;1;;0;870;0;0;BOB LAMI
2016231;87;160;1;;0;870;0;0;BOB LAMI
2016232;64;60;1;MO-100108;0;640;1280;0;BOB SETUBO
2016233;79;80;1;;0;790;0;0;BOB LAMI
2016234;79;160;1;;0;790;0;0;BOB LAMI
2016235;94;48;1;;0;940;0;0;BOB LAMI
2016236;94;288;1;;0;940;0;0;BOB LAMI
2016237;87;120;0;MO-100999;0;870;870;0;OPP MATE
2016238;106;48;1;;0;1060;0;0;BOB LAMI
2016239;106;368;1;;0;1060;0;0;BOB LAMI
2016240;106;48;1;;0;1060;0;0;BOB LAMI
2016241;106;368;1;;0;1060;0;0;BOB LAMI
2016242;115;100;1;;0;1150;0;0;BOB LAMI
2016243;115;220;1;;0;1150;0;0;BOB LAMI
2016244;94;48;1;;0;940;0;0;BOB LAMI
2016245;94;288;1;;0;940;0;0;BOB LAMI
2016246;81;80;0;;0;810;810;0;OPP METAL
2016247;81;80;1;;0;810;0;0;BOB LAMI
2016248;81;240;1;;0;810;0;0;BOB LAMI
2016249;81;320;1;;0;810;0;0;BOB LAMI
2016250;142;80;1;MO-100175;0;1420;1420;0;BOB TUBO
2016251;87;80;1;;0;870;0;0;BOB LAMI
2016252;87;160;1;;0;870;0;0;BOB LAMI
2016253;104;100;1;MO-100154;1;1040;1040;0;BOB SETUBO
2016254;112;150;1;MO-100197;0;1120;1120;0;BOB TUBO
2016255;93;100;1;;0;930;0;0;BOB LAMI
2016256;93;220;1;;0;930;0;0;BOB LAMI
2016257;93;100;1;;0;930;0;0;BOB LAMI
2016258;93;220;1;;0;930;0;0;BOB LAMI
2016259;67;148;1;;0;670;0;0;BOB LAMI
2016260;117;48;0;MO-100999;0;1170;1170;0;PET
2016261;80;90;1;MO-100099;0;800;1600;0;BOB SETUBO
2016262;70;65;1;MO-100008;0;700;1400;0;BOB SETUBO
2016263;70;80;1;MO-100008;0;700;1400;0;BOB SETUBO
2016264;70;70;1;MO-100099;0;700;1400;0;BOB SETUBO
2016265;86;160;0;MO-100999;0;860;860;0;OPP TP
2016266;67;168;1;MO-100187;0;670;1340;0;BOB LAMI
2016267;67;168;1;;0;670;0;0;BOB LAMI
2016268;107;150;1;MO-100197;1;1070;2140;0;BOB SETUBO
2016269;118;48;0;MO-100999;0;1180;1180;0;PET
2016270;66;100;1;MO-100174;0;660;1320;0;BOB SETUBO
2016271;75;70;1;MO-100008;0;750;1500;0;BOB SETUBO
2016272;71;80;1;;0;710;0;0;BOB LAMI
2016273;71;200;1;;0;710;0;0;BOB LAMI
2016274;119;80;1;;0;1190;0;0;BOB LAMI
2016275;119;140;1;;0;1190;0;0;BOB LAMI
2016276;67;148;1;;0;670;0;0;BOB LAMI
2016277;88;120;1;;0;880;0;0;BOB LAMI
2016278;88;200;1;;0;880;0;0;BOB LAMI
2016279;102,6;80;0;MO-100999;0;1026;1026;0;OPP TP BARR
2016280;102,6;48;0;MO-100999;0;1026;1026;0;PET
2016281;102,6;200;1;MO-100178;0;1026;1026;0;BOB LAMI
2016282;102,6;80;1;;0;1026;0;0;BOB LAMI
2016283;102,6;248;1;;0;1026;0;0;BOB LAMI
2016284;102,6;328;1;;0;1026;0;0;BOB LAMI
2016285;111;120;1;;0;1110;0;0;BOB LAMI
2016286;111;240;1;;0;1110;0;0;BOB LAMI
2016287;108,6;60;1;;0;1086;0;0;BOB LAMI
2016288;108,6;120;1;;0;1086;0;0;BOB LAMI
2016289;108,6;60;1;;0;1086;0;0;BOB LAMI
2016290;108,6;120;1;;0;1086;0;0;BOB LAMI
2016291;84;120;1;;0;840;0;0;BOB LAMI
2016292;84;200;1;;0;840;0;0;BOB LAMI
2016293;88;140;1;MO-100141;0;880;880;0;BOB LAMI
2016294;88;140;1;MO-100178;0;880;880;0;BOB LAMI
2016295;88;280;1;;0;880;0;0;BOB LAMI
2016296;99,6;60;1;;0;996;0;0;BOB LAMI
2016297;99,6;120;1;;0;996;0;0;BOB LAMI
2016298;88;80;1;;0;880;0;0;BOB LAMI
2016299;88;300;1;;0;880;0;0;BOB LAMI
2016300;105;100;1;;0;1050;0;0;BOB LAMI
2016301;105;220;1;;0;1050;0;0;BOB LAMI
2016302;108;125;1;MO-100165;0;1080;1080;0;BOB TUBO
2016303;119;80;1;;0;1190;0;0;BOB LAMI
2016304;119;140;1;;0;1190;0;0;BOB LAMI
2016305;65;70;1;MO-100008;0;650;1300;0;BOB SETUBO
2016306;65;70;1;MO-100008;0;650;1300;0;BOB SETUBO
2016307;104;120;0;MO-100999;0;1040;1040;0;OPP TP
2016308;104;48;0;MO-100999;0;1040;1040;0;PET
2016309;80;80;1;MO-100008;0;800;1600;0;BOB SETUBO
2016310;57;240;1;MO-100189;0;570;1140;0;LAMI LAMI
2016311;119;80;1;;0;1190;0;0;BOB LAMI
2016312;119;140;1;;0;1190;0;0;BOB LAMI
2016313;100;150;1;MO-100197;1;1000;2000;0;BOB SETUBO
2016314;113;80;1;;0;1130;0;0;BOB LAMI
2016315;113;300;1;;0;1130;0;0;BOB LAMI
2016316;65;90;1;MO-100174;0;650;1300;0;BOB SETUBO
2016317;80;80;1;MO-100008;0;800;1600;0;BOB SETUBO
2016318;115;100;1;;0;1150;0;0;BOB LAMI
2016319;115;220;1;;0;1150;0;0;BOB LAMI
2016320;115;100;1;;0;1150;0;0;BOB LAMI
2016321;115;220;1;;0;1150;0;0;BOB LAMI
2016322;95;80;1;;0;950;0;0;BOB LAMI
2016323;95;160;1;;0;950;0;0;BOB LAMI
2016324;104;80;1;;0;1040;0;0;BOB LAMI
2016325;104;160;1;;0;1040;0;0;BOB LAMI
2016326;93;80;1;;0;930;0;0;BOB LAMI
2016327;93;160;1;;0;930;0;0;BOB LAMI
2016328;95;140;1;;0;950;0;0;BOB LAMI
2016329;95;280;1;;0;950;0;0;BOB LAMI
2016330;87;80;1;;0;870;0;0;BOB LAMI
2016331;87;160;1;;0;870;0;0;BOB LAMI
2016332;75;65;1;MO-100049;0;750;750;0;BOB TUBO
2016333;75;65;1;MO-100049;0;750;750;0;BOB TUBO
2016334;67;168;1;;0;670;0;0;BOB LAMI
2016335;250;100;1;MO-100116;0;2500;2500;0;BOB TUBO
2016336;215;100;1;MO-100116;0;2150;2150;0;BOB TUBO
2016337;241;100;1;MO-100116;0;2410;2410;0;BOB TUBO
2016338;196;100;1;MO-100116;0;1960;1960;0;BOB TUBO
2016339;135;100;1;MO-100116;0;1350;1350;0;BOB TUBO
2016340;95;48;1;;0;950;0;0;BOB LAMI
2016341;95;128;1;;0;950;0;0;BOB LAMI
2016342;123;120;1;;0;1230;0;0;BOB LAMI
2016343;123;192;1;;0;1230;0;0;BOB LAMI
2016344;114;140;1;MO-100178;0;1140;1140;0;BOB LAMI
2016345;114;140;1;;0;1140;0;0;BOB LAMI
2016346;114;280;1;;0;1140;0;0;BOB LAMI
2016347;114;200;1;MO-100178;0;1140;1140;0;BOB LAMI
2016348;114;100;1;;0;1140;0;0;BOB LAMI
2016349;114;300;1;;0;1140;0;0;BOB LAMI
2016350;84;120;1;;0;840;0;0;BOB LAMI
2016351;84;200;1;;0;840;0;0;BOB LAMI
2016352;123;120;1;;0;1230;0;0;BOB LAMI
2016353;123;200;1;;0;1230;0;0;BOB LAMI
2016354;93;100;1;;0;930;0;0;BOB LAMI
2016355;93;180;1;;0;930;0;0;BOB LAMI
2016356;93;100;1;;0;930;0;0;BOB LAMI
2016357;93;180;1;;0;930;0;0;BOB LAMI
2016358;117;240;1;MO-100189;0;1170;1170;0;BOB LAMI
2016359;117;240;1;MO-100189;0;1170;1170;0;BOB LAMI
2016360;117;240;1;;0;1170;0;0;BOB LAMI
2016361;117;480;1;;0;1170;0;0;BOB LAMI
2016362;87;120;1;;0;870;0;0;BOB LAMI
2016363;87;200;1;;0;870;0;0;BOB LAMI
2016364;117;240;1;MO-100141;0;1170;1170;0;BOB LAMI
2016365;1170;240;1;MO-100178;0;1170;1170;0;BOB LAMI
2016366;117;240;1;;0;1170;0;0;BOB LAMI
2016367;117;480;1;;0;1170;0;0;BOB LAMI
2016368;82;80;1;;0;820;0;0;BOB LAMI
2016369;82;240;1;;0;820;0;0;BOB LAMI
2016370;82;320;1;;0;820;0;0;BOB LAMI
2016371;98,5;48;0;MO-100999;0;985;985;0;PET
2016372;119;80;0;;0;1190;1190;0;OPP BO
2016373;119;80;1;;0;1190;0;0;BOB LAMI
2016374;119;160;1;;0;1190;0;0;BOB LAMI
2016375;99;280;1;MO-100125;0;990;990;0;BOB LAMI
2016376;99;340;1;;0;990;0;0;BOB LAMI
2016377;119;80;1;;0;1190;0;0;BOB LAMI
2016378;119;160;1;;0;1190;0;0;BOB LAMI
2016379;119;80;1;;0;1190;0;0;BOB LAMI
2016380;119;160;1;;0;1190;0;0;BOB LAMI
2016381;93;100;1;;0;930;0;0;BOB LAMI
2016382;93;220;1;;0;930;0;0;BOB LAMI
2016383;119;80;1;;0;1190;0;0;BOB LAMI
2016384;119;160;1;;0;1190;0;0;BOB LAMI
2016385;111;80;1;MO-100172;0;1110;1110;0;BOB LAMI
2016386;95;80;1;;0;950;0;0;BOB LAMI
2016387;95;160;1;;0;950;0;0;BOB LAMI
2016388;61;80;1;;0;610;0;0;BOB LAMI
2016389;61;160;1;;0;610;0;0;BOB LAMI
2016390;87;80;1;;0;870;0;0;BOB LAMI
2016391;87;200;1;;0;870;0;0;BOB LAMI
2016392;119;80;1;;0;1190;0;0;BOB LAMI
2016393;119;160;1;;0;1190;0;0;BOB LAMI
2016394;70,4;100;0;MO-100999;0;704;704;0;OPP TP
2016395;70,4;120;0;MO-100999;0;704;704;0;OPP TP
2016396;70,4;100;1;;0;704;0;0;BOB LAMI
2016397;70,4;220;1;;0;704;0;0;BOB LAMI
2016398;119;80;1;;0;1190;0;0;BOB LAMI
2016399;119;160;1;;0;1190;0;0;BOB LAMI
2016400;93;100;1;;0;930;0;0;BOB LAMI
