AñoMes;CT;CM;Capacidad Efectiva;Capacidad Total;%Eficiencia
01/04/2026;CT-016;C-20;0;155;0
01/04/2026;CT-028;C-25;0;155;0
01/04/2026;CT-001;B9;0;300,25;0
01/04/2026;CT-001;B10;0;300,25;0
01/04/2026;CT-013;C-17;0;432;0
01/04/2026;CT-008;I-02;0;436;0
01/04/2026;CT-009;IL-01;0;436;0
01/04/2026;CT-009;IL-05;0;436;0
01/04/2026;CT-013;C-18;0;436;0
01/04/2026;CT-032;LMA02;0;436;0
01/04/2026;CT-010;C-07;0;453,25;0
01/04/2026;CT-007;I-01;0;465;0
01/04/2026;CT-007;I-04;0;465;0
01/04/2026;CT-008;I-03;0;465;0
01/04/2026;CT-009;IL-04;0;465;0
01/04/2026;CT-009;IL-26;0;465;0
01/04/2026;CT-009;IL-29;0;465;0
01/04/2026;CT-009;IL-31;0;465;0
01/04/2026;CT-009;IL-32;0;465;0
01/04/2026;CT-010;C-09;0;465;0
01/04/2026;CT-010;C-11;0;465;0
01/04/2026;CT-010;C-28;0;465;0
01/04/2026;CT-010;C-30;0;465;0
01/04/2026;CT-010;IL-02;0;465;0
01/04/2026;CT-014;C-24;0;465;0
01/04/2026;CT-029;C-27;0;465;0
01/04/2026;CT-029;C-33;0;465;0
01/04/2026;CT-030;IA01;0;465;0
01/04/2026;CT-030;IA02;0;465;0
01/04/2026;CT-031;RBA01;0;465;0
01/04/2026;CT-031;RBA02;0;465;0
01/04/2026;CT-031;RBA03;0;465;0
01/04/2026;CT-032;LMA01;0;465;0
01/04/2026;CT-020;EX19;0;516;0
01/04/2026;M.RECUPER-01;MOLINOSTARLINGER;0;528;0
01/04/2026;MOLINO;MOLINO;0;528;0
01/04/2026;MOLINO;MOLINOBIO;0;528;0
01/04/2026;MOLINO;MOLINONGR;0;528;0
01/04/2026;MOLINO;MOLINOSTALINGER;0;528;0
01/04/2026;CT-020;EX07;0;529;0
01/04/2026;CT-004;B8;0;581,25;0
01/04/2026;CT-015;C-12;0;604,5;0
01/04/2026;CT-018;EX06;0;648;0
01/04/2026;CT-018;EX09;0;648;0
01/04/2026;CT-018;EX18;0;648;0
01/04/2026;CT-003;B14;0;662;0
01/04/2026;CT-003;B2;0;668;0
01/04/2026;CT-018;EX04;0;672;0
01/04/2026;CT-018;EX10;0;672;0
01/04/2026;CT-035;B3;0;690;0
01/04/2026;CT-035;B17;0;692;0
01/04/2026;CT-003;B13;0;696;0
01/04/2026;CT-004;B12;0;697,5;0
01/04/2026;CT-005;B16;0;697,5;0
01/04/2026;CT-020;EX17;0;710;0
01/04/2026;CT-003;B4;0;716;0
01/04/2026;CT-006;B5;0;716;0
01/04/2026;CT-003;B18;0;720;0
01/04/2026;CT-006;B15;0;720;0
01/04/2026;CT-017;EX14;0;720;0
01/04/2026;CT-018;EX01;0;720;0
01/04/2026;CT-018;EX02;0;720;0
01/04/2026;CT-018;EX03;0;720;0
01/04/2026;CT-018;EX08;0;720;0
01/04/2026;CT-020;EX11;0;720;0
01/04/2026;CT-020;EX13;0;720;0
01/04/2026;CT-020;EX15;0;720;0
01/04/2026;CT-020;EX20;0;720;0
01/04/2026;CT-020;EX22;0;720;0
01/04/2026;CT-026;EA05;0;720;0
01/04/2026;CT-027;EA06;0;720;0
01/04/2026;CT-033;EX16;0;720;0
01/04/2026;CT-034;EX05;0;720;0
01/04/2026;CT-034;EX21;0;720;0
01/04/2026;CT-034;EX23;0;720;0
01/04/2026;CT-034;EX24;0;720;0
01/05/2026;CT-028;C-25;90,0945;139,5;0,64583871
01/05/2026;CT-016;C-20;112,65;139,5;0,807526882
01/05/2026;CT-030;IA01;159,64;424,25;0,376287566
01/05/2026;CT-030;IA02;159,64;424,25;0,376287566
01/05/2026;CT-001;B9;180,3;279;0,646236559
01/05/2026;CT-001;B10;184,8;279;0,662365591
01/05/2026;CT-029;C-27;212,7;424,25;0,501355333
01/05/2026;CT-029;C-33;212,7;424,25;0,501355333
01/05/2026;CT-032;LMA01;212,7;424,25;0,501355333
01/05/2026;CT-032;LMA02;212,7;424,25;0,501355333
01/05/2026;CT-014;C-24;223,22;424,25;0,526152033
01/05/2026;CT-009;IL-29;225,03;302,25;0,744516129
01/05/2026;CT-010;C-09;240,6;424,25;0,567118444
01/05/2026;CT-010;C-11;240,6;424,25;0,567118444
01/05/2026;CT-010;IL-02;240,6;424,25;0,567118444
01/05/2026;CT-031;RBA01;241,06;424,25;0,568202711
01/05/2026;CT-031;RBA02;241,06;424,25;0,568202711
01/05/2026;CT-031;RBA03;241,06;424,25;0,568202711
01/05/2026;CT-013;C-17;261,03;424,25;0,615274013
01/05/2026;CT-013;C-18;261,03;424,25;0,615274013
01/05/2026;CT-009;IL-01;263,93;416,5;0,633685474
01/05/2026;CT-009;IL-26;263,93;418,5;0,630657109
01/05/2026;CT-009;IL-04;263,93;424,25;0,622109605
01/05/2026;CT-009;IL-05;263,93;424,25;0,622109605
01/05/2026;CT-009;IL-31;263,93;424,25;0,622109605
01/05/2026;CT-009;IL-32;263,93;424,25;0,622109605
01/05/2026;CT-010;C-30;267,89;420,25;0,637453896
01/05/2026;CT-010;C-07;267,89;424,25;0,631443724
01/05/2026;CT-010;C-28;267,89;424,25;0,631443724
01/05/2026;CT-015;C-12;301,5;610,25;0,494059812
01/05/2026;CT-008;I-03;354,5;418,5;0,847072879
01/05/2026;CT-007;I-01;354,5;424,25;0,835592222
01/05/2026;CT-007;I-04;354,5;424,25;0,835592222
01/05/2026;CT-008;I-02;354,5;424,25;0,835592222
01/05/2026;CT-020;EX17;380,16;528;0,72
01/05/2026;CT-004;B12;399,75;720,75;0,554630593
01/05/2026;CT-004;B8;405,75;720,75;0,562955255
01/05/2026;M.RECUPER-01;MOLINOSTARLINGER;414;510;0,811764706
01/05/2026;MOLINO;MOLINO;414;510;0,811764706
01/05/2026;MOLINO;MOLINOBIO;414;510;0,811764706
01/05/2026;MOLINO;MOLINONGR;414;510;0,811764706
01/05/2026;MOLINO;MOLINOSTALINGER;414;510;0,811764706
01/05/2026;CT-005;B16;450,75;720,75;0,625390219
01/05/2026;CT-003;B4;459;744;0,616935484
01/05/2026;CT-006;B15;460,35;738;0,623780488
01/05/2026;CT-003;B2;465;744;0,625
01/05/2026;CT-006;B5;465;744;0,625
01/05/2026;CT-035;B3;476,64;744;0,640645161
01/05/2026;CT-035;B17;476,64;744;0,640645161
01/05/2026;CT-003;B13;477;744;0,641129032
01/05/2026;CT-003;B14;477;744;0,641129032
01/05/2026;CT-003;B18;477;744;0,641129032
01/05/2026;CT-020;EX13;509,4;710;0,717464789
01/05/2026;CT-020;EX20;530,1;638;0,830877743
01/05/2026;CT-018;EX03;540;624;0,865384615
01/05/2026;CT-020;EX07;540;720;0,75
01/05/2026;CT-018;EX01;540;744;0,725806452
01/05/2026;CT-018;EX06;540;744;0,725806452
01/05/2026;CT-018;EX09;540;744;0,725806452
01/05/2026;CT-020;EX11;540;744;0,725806452
01/05/2026;CT-018;EX10;552;744;0,741935484
01/05/2026;CT-020;EX19;552;744;0,741935484
01/05/2026;CT-020;EX22;552;744;0,741935484
01/05/2026;CT-026;EA05;552;744;0,741935484
01/05/2026;CT-027;EA06;552;744;0,741935484
01/05/2026;CT-033;EX16;552;744;0,741935484
01/05/2026;CT-018;EX02;552,9;710;0,778732394
01/05/2026;CT-018;EX04;558;744;0,75
01/05/2026;CT-018;EX08;558;744;0,75
01/05/2026;CT-018;EX18;558;744;0,75
01/05/2026;CT-020;EX15;558;744;0,75
01/05/2026;CT-034;EX05;564;744;0,758064516
01/05/2026;CT-034;EX21;564;744;0,758064516
01/05/2026;CT-034;EX23;564;744;0,758064516
01/05/2026;CT-034;EX24;564;744;0,758064516
01/05/2026;CT-017;EX14;570;744;0,766129032
01/06/2026;CT-028;C-25;120,126;155;0,775006452
01/06/2026;CT-016;C-20;150,2;155;0,969032258
01/06/2026;CT-030;IA01;206,81;459,25;0,450321176
01/06/2026;CT-030;IA02;206,81;459,25;0,450321176
01/06/2026;CT-001;B9;240,4;310;0,775483871
01/06/2026;CT-010;C-07;245,98;325,5;0,755698925
01/06/2026;CT-001;B10;246,4;310;0,79483871
01/06/2026;CT-029;C-27;275,55;459,25;0,6
01/06/2026;CT-029;C-33;275,55;459,25;0,6
01/06/2026;CT-032;LMA01;275,55;459,25;0,6
01/06/2026;CT-032;LMA02;275,55;459,25;0,6
01/06/2026;CT-014;C-24;289,18;459,25;0,629678824
01/06/2026;CT-009;IL-31;294,27;395,25;0,744516129
01/06/2026;CT-010;C-09;311,7;459,25;0,678715297
01/06/2026;CT-010;C-11;311,7;459,25;0,678715297
01/06/2026;CT-010;IL-02;311,7;459,25;0,678715297
01/06/2026;CT-031;RBA01;312,29;459,25;0,68
01/06/2026;CT-031;RBA02;312,29;459,25;0,68
01/06/2026;CT-031;RBA03;312,29;459,25;0,68
01/06/2026;CT-020;EX20;319,2;336;0,95
01/06/2026;CT-013;C-17;338,17;459,25;0,736352749
01/06/2026;CT-013;C-18;338,17;459,25;0,736352749
01/06/2026;CT-009;IL-01;341,92;459,25;0,744518236
01/06/2026;CT-009;IL-04;341,92;459,25;0,744518236
01/06/2026;CT-009;IL-05;341,92;459,25;0,744518236
01/06/2026;CT-009;IL-26;341,92;459,25;0,744518236
01/06/2026;CT-009;IL-29;341,92;459,25;0,744518236
01/06/2026;CT-009;IL-32;341,92;459,25;0,744518236
01/06/2026;CT-010;C-28;347,06;459,25;0,755710397
01/06/2026;CT-010;C-30;347,06;459,25;0,755710397
01/06/2026;CT-015;C-12;365,43;598,75;0,610321503
01/06/2026;CT-020;EX07;388,8;432;0,9
01/06/2026;CT-007;I-04;395,25;395,25;1
01/06/2026;CT-020;EX15;401,76;432;0,93
01/06/2026;CT-004;B8;405,75;581,25;0,698064516
01/06/2026;CT-034;EX05;406,08;432;0,94
01/06/2026;CT-007;I-01;459,25;459,25;1
01/06/2026;CT-008;I-02;459,25;459,25;1
01/06/2026;CT-008;I-03;459,25;459,25;1
01/06/2026;CT-004;B12;479,7;697,5;0,687741935
01/06/2026;M.RECUPER-01;MOLINOSTARLINGER;522;522;1
01/06/2026;MOLINO;MOLINO;522;522;1
01/06/2026;MOLINO;MOLINOBIO;522;522;1
01/06/2026;MOLINO;MOLINONGR;522;522;1
01/06/2026;MOLINO;MOLINOSTALINGER;522;522;1
01/06/2026;CT-005;B16;540,9;697,5;0,775483871
01/06/2026;CT-020;EX17;549,12;624;0,88
01/06/2026;CT-003;B4;550,8;720;0,765
01/06/2026;CT-003;B2;558;720;0,775
01/06/2026;CT-006;B5;558;720;0,775
01/06/2026;CT-006;B15;558;720;0,775
01/06/2026;CT-018;EX02;570;600;0,95
01/06/2026;CT-035;B3;571,968;720;0,7944
01/06/2026;CT-035;B17;571,968;720;0,7944
01/06/2026;CT-003;B13;572,4;720;0,795
01/06/2026;CT-003;B14;572,4;720;0,795
01/06/2026;CT-003;B18;572,4;720;0,795
01/06/2026;CT-033;EX16;596,16;648;0,92
01/06/2026;CT-017;EX14;615,6;648;0,95
01/06/2026;CT-018;EX01;648;720;0,9
01/06/2026;CT-018;EX03;648;720;0,9
01/06/2026;CT-018;EX06;648;720;0,9
01/06/2026;CT-018;EX09;648;720;0,9
01/06/2026;CT-020;EX11;648;720;0,9
01/06/2026;CT-020;EX13;648;720;0,9
01/06/2026;CT-018;EX10;662,4;720;0,92
01/06/2026;CT-020;EX19;662,4;720;0,92
01/06/2026;CT-020;EX22;662,4;720;0,92
01/06/2026;CT-026;EA05;662,4;720;0,92
01/06/2026;CT-027;EA06;662,4;720;0,92
01/06/2026;CT-018;EX04;669,6;720;0,93
01/06/2026;CT-018;EX08;669,6;720;0,93
01/06/2026;CT-018;EX18;669,6;720;0,93
01/06/2026;CT-034;EX21;676,8;720;0,94
01/06/2026;CT-034;EX23;676,8;720;0,94
01/06/2026;CT-034;EX24;676,8;720;0,94
01/07/2026;CT-028;C-25;138,1449;178,25;0,775006452
01/07/2026;CT-016;C-20;172,73;178,25;0,969032258
01/07/2026;CT-030;IA01;219,87;488,25;0,450322581
01/07/2026;CT-030;IA02;219,87;488,25;0,450322581
01/07/2026;CT-001;B9;276,46;356,5;0,775483871
01/07/2026;CT-001;B10;283,36;356,5;0,79483871
01/07/2026;CT-029;C-27;320,85;534,75;0,6
01/07/2026;CT-029;C-33;320,85;534,75;0,6
01/07/2026;CT-032;LMA01;320,85;534,75;0,6
01/07/2026;CT-032;LMA02;320,85;534,75;0,6
01/07/2026;CT-014;C-24;336,72;534,75;0,629677419
01/07/2026;CT-010;C-09;362,94;534,75;0,678709677
01/07/2026;CT-010;C-11;362,94;534,75;0,678709677
01/07/2026;CT-010;IL-02;362,94;534,75;0,678709677
01/07/2026;CT-031;RBA01;363,63;534,75;0,68
01/07/2026;CT-031;RBA02;363,63;534,75;0,68
01/07/2026;CT-031;RBA03;363,63;534,75;0,68
01/07/2026;CT-015;C-12;383,13;627,75;0,610322581
01/07/2026;CT-013;C-17;393,76;534,75;0,736344086
01/07/2026;CT-013;C-18;393,76;534,75;0,736344086
01/07/2026;CT-009;IL-01;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-04;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-05;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-26;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-29;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-31;398,13;534,75;0,744516129
01/07/2026;CT-009;IL-32;398,13;534,75;0,744516129
01/07/2026;CT-010;C-07;404,11;534,75;0,755698925
01/07/2026;CT-010;C-28;404,11;534,75;0,755698925
01/07/2026;CT-010;C-30;404,11;534,75;0,755698925
01/07/2026;CT-004;B12;415,74;604,5;0,687741935
01/07/2026;CT-020;EX11;453,6;504;0,9
01/07/2026;CT-004;B8;503,13;720,75;0,698064516
01/07/2026;CT-007;I-01;534,75;534,75;1
01/07/2026;CT-007;I-04;534,75;534,75;1
01/07/2026;CT-008;I-02;534,75;534,75;1
01/07/2026;CT-008;I-03;534,75;534,75;1
