REFERENCIA,ANCHO,GALGA,TIPO,MEZCLA,TRATAMIENTO,ABREFACIL,FUELLE
2000780,600,58,BOB TUBO,MO-100002,NO,NO,0
2000781,600,60,BOB TUBO,MO-100002,NO,NO,0
2000782,600,60,BOB TUBO,MO-100002,NO,NO,0
2000783,600,60,BOB TUBO,MO-100004,NO,NO,0
2000784,600,60,BOB TUBO,MO-100002,NO,NO,0
2000785,600,60,BOB TUBO,MO-100002,NO,NO,0
2000786,600,60,BOB TUBO,MO-100002,NO,NO,0
2000787,600,60,BOB TUBO,MO-100002,NO,NO,0
2000788,600,60,BOB TUBO,MO-100002,NO,NO,0
2000790,600,65,BOB TUBO,MO-100002,NO,NO,0
2000791,600,65,BOB TUBO,MO-100002,NO,NO,0
2000792,600,68,BOB TUBO,MO-100002,NO,NO,0
2000794,600,70,BOB TUBO,MO-100002,NO,NO,0
2000795,600,70,BOB TUBO,MO-100002,NO,NO,0
2000796,600,70,BOB TUBO,MO-100002,NO,NO,0
2000797,600,70,BOB TUBO,MO-100002,NO,NO,0
2000800,600,75,BOB TUBO,MO-100002,NO,NO,0
2000801,600,80,BOB TUBO,MO-100004,NO,NO,0
2000802,600,80,BOB TUBO,MO-100004,NO,NO,0
2000805,600,80,BOB TUBO,MO-100004,NO,NO,0
2000806,600,80,BOB TUBO,MO-100004,NO,NO,0
2000807,600,80,BOB TUBO,MO-100024,NO,NO,115
2000808,600,90,BOB TUBO,MO-100004,NO,NO,0
2000814,620,35,BOB TUBO,MO-100001,NO,NO,0
2000819,650,80,BOB TUBO,MO-100024,NO,NO,0
2000821,690,37,BOB TUBO,MO-100001,NO,NO,0
2000823,700,125,BOB TUBO,MO-100004,NO,NO,0
2000824,700,140,BOB TUBO,MO-100004,NO,NO,0
2000825,700,150,BOB TUBO,MO-100004,NO,NO,0
2000826,700,160,BOB TUBO,MO-100004,NO,NO,0
2000828,700,200,BOB TUBO,MO-100061,NO,NO,0
2000829,700,36,BOB TUBO,MO-100001,NO,NO,0
2000830,700,40,BOB TUBO,MO-100001,NO,NO,0
2000831,700,48,BOB TUBO,MO-100001,NO,NO,0
2000832,700,50,BOB TUBO,MO-100002,NO,NO,0
2000833,700,50,BOB TUBO,MO-100002,NO,NO,0
2000834,700,50,BOB TUBO,MO-100002,NO,NO,0
2000836,700,50,BOB TUBO,MO-100002,NO,NO,0
2000837,700,55,BOB TUBO,MO-100002,NO,NO,0
2000838,700,55,BOB TUBO,MO-100002,NO,NO,0
2000839,700,55,BOB TUBO,MO-100002,NO,NO,0
2000840,700,58,BOB TUBO,MO-100002,NO,NO,0
2000841,700,60,BOB TUBO,MO-100002,NO,NO,0
2000843,700,60,BOB TUBO,MO-100002,NO,NO,0
2000845,700,60,BOB TUBO,MO-100002,NO,NO,0
2000846,700,60,BOB TUBO,MO-100002,NO,NO,0
2000847,700,60,BOB TUBO,MO-100002,NO,NO,0
2000848,700,60,BOB TUBO,MO-100002,NO,NO,0
2000849,700,60,BOB TUBO,MO-100002,NO,NO,0
2000850,700,62,BOB TUBO,MO-100002,NO,NO,0
2000851,700,64,BOB TUBO,MO-100002,NO,NO,0
2000852,700,65,BOB TUBO,MO-100002,NO,NO,0
2000853,700,65,BOB TUBO,MO-100002,NO,NO,0
2000856,700,65,BOB TUBO,MO-100002,NO,NO,0
2000858,700,70,BOB TUBO,MO-100002,NO,NO,0
2000859,700,70,BOB TUBO,MO-100002,NO,NO,0
2000860,700,70,BOB TUBO,MO-100002,NO,NO,0
2000861,700,70,BOB TUBO,MO-100002,NO,NO,0
2000862,700,70,BOB TUBO,MO-100002,NO,NO,0
2000864,700,70,BOB TUBO,MO-100002,NO,NO,0
2000865,700,70,BOB TUBO,MO-100002,NO,NO,0
2000866,700,70,BOB TUBO,MO-100002,NO,NO,0
2000869,700,75,BOB TUBO,MO-100002,NO,NO,0
2000870,700,80,BOB TUBO,MO-100004,NO,NO,0
2000872,700,80,BOB TUBO,MO-100004,NO,NO,0
2000875,700,80,BOB TUBO,MO-100004,NO,NO,0
2000876,700,80,BOB TUBO,MO-100004,NO,NO,0
2000879,700,90,BOB TUBO,MO-100004,NO,NO,0
2000880,700,90,BOB TUBO,MO-100004,NO,NO,0
2000881,730,180,BOB TUBO,MO-100061,NO,NO,0
2000884,750,75,BOB TUBO,MO-100002,NO,NO,0
2000885,780,100,BOB TUBO,MO-100021,NO,NO,0
2000887,780,80,BOB TUBO,MO-100021,NO,NO,0
2000888,790,37,BOB TUBO,MO-100001,NO,NO,0
2000889,800,100,BOB TUBO,MO-100004,NO,NO,0
2000890,800,100,BOB TUBO,MO-100004,NO,NO,0
2000892,800,100,BOB TUBO,MO-100004,NO,NO,0
2000893,800,100,BOB TUBO,MO-100004,NO,NO,0
2000894,800,105,BOB TUBO,MO-100004,NO,NO,0
2000896,800,120,BOB TUBO,MO-100004,NO,NO,0
2000897,800,140,BOB TUBO,MO-100004,NO,NO,0
2000898,800,140,BOB TUBO,MO-100004,NO,NO,0
2000900,800,150,BOB TUBO,MO-100004,NO,NO,0
2000903,800,50,BOB TUBO,MO-100002,NO,NO,0
2000904,800,50,BOB TUBO,MO-100002,NO,NO,0
2000905,800,55,BOB TUBO,MO-100002,NO,NO,0
2000907,800,60,BOB TUBO,MO-100002,NO,NO,0
2000908,800,60,BOB TUBO,MO-100002,NO,NO,0
2000909,800,60,BOB TUBO,MO-100002,NO,NO,0
2000910,800,60,BOB TUBO,MO-100002,NO,NO,0
2000911,800,60,BOB TUBO,MO-100002,NO,NO,0
2000913,800,60,BOB TUBO,MO-100002,NO,NO,0
2000914,800,60,BOB TUBO,MO-100002,NO,NO,0
2000915,800,62,BOB TUBO,MO-100002,NO,NO,0
2000916,800,62,BOB TUBO,MO-100002,NO,NO,0
2000917,800,64,BOB TUBO,MO-100002,NO,NO,0
2000918,800,65,BOB TUBO,MO-100002,NO,NO,0
2000920,800,65,BOB TUBO,MO-100002,NO,NO,0
2000921,800,65,BOB TUBO,MO-100002,NO,NO,0
2000923,800,65,BOB TUBO,MO-100002,NO,NO,0
2000924,800,65,BOB TUBO,MO-100002,NO,NO,0
2000925,800,65,BOB TUBO,MO-100002,NO,NO,0
2000928,800,70,BOB TUBO,MO-100002,NO,NO,0
2000931,800,70,BOB TUBO,MO-100002,NO,NO,0
2000932,800,70,BOB TUBO,MO-100002,NO,NO,0
2000933,800,70,BOB TUBO,MO-100002,NO,NO,0
2000934,800,70,BOB TUBO,MO-100002,NO,NO,0
2000935,800,70,BOB TUBO,MO-100003,NO,NO,0
2000936,800,70,BOB TUBO,MO-100002,NO,NO,0
2000937,800,70,BOB TUBO,MO-100002,NO,NO,0
2000938,800,70,BOB TUBO,MO-100002,NO,NO,0
2000940,800,70,BOB TUBO,MO-100002,NO,NO,0
2000943,800,72,BOB TUBO,MO-100002,NO,NO,0
2000945,800,75,BOB TUBO,MO-100002,NO,NO,0
2000946,800,75,BOB TUBO,MO-100002,NO,NO,0
2000947,800,75,BOB TUBO,MO-100002,NO,NO,0
2000949,800,75,BOB TUBO,MO-100002,NO,NO,0
2000950,800,75,BOB TUBO,MO-100002,NO,NO,0
2000951,800,77,BOB TUBO,MO-100002,NO,NO,0
2000952,800,78,BOB TUBO,MO-100002,NO,NO,0
2000955,800,80,BOB TUBO,MO-100004,NO,NO,0
2000956,800,80,BOB TUBO,MO-100004,NO,NO,0
2000957,800,80,BOB TUBO,MO-100004,NO,NO,0
2000958,800,80,BOB TUBO,MO-100004,NO,NO,0
2000959,800,80,BOB TUBO,MO-100004,NO,NO,0
2000962,800,80,BOB TUBO,MO-100004,NO,NO,0
2000963,800,80,BOB TUBO,MO-100002,NO,NO,0
2000964,800,80,BOB TUBO,MO-100004,NO,NO,0
2000965,800,80,BOB TUBO,MO-100004,NO,NO,0
2000967,800,84,BOB TUBO,MO-100004,NO,NO,0
2000968,800,85,BOB TUBO,MO-100004,NO,NO,0
2000969,800,85,BOB TUBO,MO-100004,NO,NO,0
2000972,800,90,BOB TUBO,MO-100004,NO,NO,0
2000976,800,90,BOB TUBO,MO-100024,NO,NO,0
2000977,800,95,BOB TUBO,MO-100004,NO,NO,0
2000979,870,100,BOB TUBO,MO-100021,NO,NO,0
2000980,840,100,BOB TUBO,MO-100004,NO,NO,0
2000981,870,100,BOB TUBO,MO-100021,NO,NO,0
2000983,840,130,BOB TUBO,MO-100004,NO,NO,0
2000986,840,160,BOB TUBO,MO-100046,NO,NO,0
2000987,840,60,BOB TUBO,MO-100002,NO,NO,0
2000988,840,63,BOB TUBO,MO-100002,NO,NO,0
2000989,840,63,BOB TUBO,MO-100002,NO,NO,0
2000990,840,63,BOB TUBO,MO-100002,NO,NO,0
2000991,840,65,BOB TUBO,MO-100002,NO,NO,0
2000992,840,65,BOB TUBO,MO-100002,NO,NO,0
2000994,840,70,BOB TUBO,MO-100002,NO,NO,0
2000996,840,75,BOB TUBO,MO-100002,NO,NO,0
2000998,870,80,BOB TUBO,MO-100021,NO,NO,0
2000999,840,80,BOB TUBO,MO-100004,NO,NO,0
2001000,840,80,BOB TUBO,MO-100004,NO,NO,0
2001001,840,80,BOB TUBO,MO-100004,NO,NO,0
2001002,840,80,BOB TUBO,MO-100004,NO,NO,0
2001003,870,80,BOB TUBO,MO-100021,NO,NO,0
2001004,840,80,BOB TUBO,MO-100004,NO,NO,0
2001005,840,80,BOB TUBO,MO-100024,NO,NO,0
2001006,840,85,BOB TUBO,MO-100004,NO,NO,0
2001007,840,85,BOB TUBO,MO-100004,NO,NO,0
2001008,840,90,BOB TUBO,MO-100004,NO,NO,0
2001009,840,95,BOB TUBO,MO-100004,NO,NO,0
2001010,840,95,BOB TUBO,MO-100024,NO,NO,0
2001011,850,100,BOB TUBO,MO-100004,NO,NO,0
2001012,850,100,BOB TUBO,MO-100021,NO,NO,0
2001013,850,100,BOB TUBO,MO-100021,NO,NO,0
2001015,850,80,BOB TUBO,MO-100021,NO,NO,0
2001016,850,80,BOB TUBO,MO-100021,NO,NO,0
2001017,850,80,BOB TUBO,MO-100021,NO,NO,0
2001018,860,63,BOB TUBO,MO-100002,NO,NO,0
2001019,860,63,BOB TUBO,MO-100002,NO,NO,0
2001020,860,65,BOB TUBO,MO-100002,NO,NO,0
2001022,860,70,BOB TUBO,MO-100002,NO,NO,0
2001023,860,75,BOB TUBO,MO-100002,NO,NO,0
2001028,900,120,BOB TUBO,MO-100004,NO,NO,0
2001029,900,145,BOB TUBO,MO-100004,NO,NO,0
2001030,900,150,BOB TUBO,MO-100004,NO,NO,0
2001034,900,60,BOB TUBO,MO-100002,NO,NO,0
2001035,900,60,BOB TUBO,MO-100002,NO,NO,0
2001036,900,65,BOB TUBO,MO-100002,NO,NO,0
2001037,900,65,BOB TUBO,MO-100002,NO,NO,0
2001038,900,65,BOB TUBO,MO-100002,NO,NO,0
2001039,900,65,BOB TUBO,MO-100002,NO,NO,0
2001040,900,65,BOB TUBO,MO-100002,NO,NO,0
2001042,900,70,BOB TUBO,MO-100002,NO,NO,0
2001043,900,70,BOB TUBO,MO-100002,NO,NO,0
2001044,900,70,BOB TUBO,MO-100002,NO,NO,0
2001045,900,70,BOB TUBO,MO-100002,NO,NO,0
2001046,900,75,BOB TUBO,MO-100002,NO,NO,0
2001047,900,75,BOB TUBO,MO-100002,NO,NO,0
2001048,900,75,BOB TUBO,MO-100002,NO,NO,0
2001049,900,75,BOB TUBO,MO-100002,NO,NO,0
2001051,900,80,BOB TUBO,MO-100004,NO,NO,0
2001052,900,80,BOB TUBO,MO-100004,NO,NO,0
2001053,900,80,BOB TUBO,MO-100004,NO,NO,0
2001054,900,80,BOB TUBO,MO-100004,NO,NO,0
2001056,900,80,BOB TUBO,MO-100004,NO,NO,0
2001057,900,85,BOB TUBO,MO-100004,NO,NO,0
2001058,900,90,BOB TUBO,MO-100004,NO,NO,0
2001060,900,90,BOB TUBO,MO-100004,NO,NO,0
2001061,900,90,BOB TUBO,MO-100004,NO,NO,0
2001062,900,95,BOB TUBO,MO-100004,NO,NO,0
2001064,920,36,BOB TUBO,MO-100001,NO,NO,0
2001065,920,37,BOB TUBO,MO-100001,NO,NO,0
2001066,920,40,BOB TUBO,MO-100001,NO,NO,0
2001067,920,40,BOB TUBO,MO-100001,NO,NO,0
2001070,920,60,BOB TUBO,MO-100002,NO,NO,0
2001072,940,75,BOB TUBO,MO-100002,NO,NO,0
2001073,960,100,BOB TUBO,MO-100004,NO,NO,0
2001074,960,150,BOB TUBO,MO-100004,NO,NO,0
2001076,960,55,BOB TUBO,MO-100003,NO,NO,0
2001077,960,68,BOB TUBO,MO-100002,NO,NO,0
2001078,960,70,BOB TUBO,MO-100002,NO,NO,0
2001079,960,75,BOB TUBO,MO-100002,NO,NO,0
2001080,960,75,BOB TUBO,MO-100002,NO,NO,0
2001081,980,120,BOB TUBO,MO-100004,NO,NO,0
2001082,980,120,BOB TUBO,MO-100004,NO,NO,0
2001083,980,120,BOB TUBO,MO-100004,NO,NO,0
2001086,990,90,BOB TUBO,MO-100024,NO,NO,0
2001088,1040,85,BOB SETUBO,MO-100030,NO,SI,0
2001090,680,120,BOB TUBO,MO-100022,NO,NO,0
2001091,1290,65,BOB TUBO,MO-100003,NO,NO,0
2001092,700,75,BOB TUBO,MO-100002,NO,NO,0
2001095,1200,65,BOB TUBO,MO-100003,NO,NO,0
2001099,900,50,BOB TUBO,MO-100002,NO,NO,0
2001100,500,250,BOB TUBO,MO-100063,NO,NO,0
2001101,800,100,BOB TUBO,MO-100004,NO,NO,0
2001102,800,60,BOB TUBO,MO-100002,NO,NO,0
2001103,800,80,BOB TUBO,MO-100004,NO,NO,0
2001104,800,90,BOB TUBO,MO-100004,NO,NO,0
2001106,900,80,BOB TUBO,MO-100004,NO,NO,0
2001107,900,90,BOB TUBO,MO-100004,NO,NO,0
2001108,940,65,BOB TUBO,MO-100002,NO,NO,0
2001111,520,55,BOB TUBO,MO-100054,NO,NO,0
2001112,1260,95,BOB TUBO,MO-100004,NO,NO,0
2001114,1260,95,BOB TUBO,MO-100004,NO,NO,0
2001115,1260,95,BOB TUBO,MO-100004,NO,NO,0
2001117,920,80,BOB TUBO,MO-100004,NO,NO,0
2001121,1040,85,BOB SETUBO,MO-100008,NO,SI,0
2001122,1040,85,BOB SETUBO,MO-100108,NO,SI,0
2001128,1350,70,BOB TUBO,MO-100003,NO,NO,0
2001129,980,120,BOB TUBO,MO-100004,NO,NO,0
2001133,1260,90,BOB TUBO,MO-100004,NO,NO,0
2001134,600,150,BOB TUBO,MO-100004,NO,NO,0
2001135,700,70,BOB TUBO,MO-100002,NO,NO,0
2001137,1080,90,BOB TUBO,MO-100004,NO,NO,0
2001139,1200,56,BOB TUBO,MO-100003,NO,NO,0
2001140,1200,64,BOB TUBO,MO-100003,NO,NO,0
2001141,1200,74,BOB TUBO,MO-100003,NO,NO,0
2001142,1050,56,BOB TUBO,MO-100003,NO,NO,0
2001143,1050,64,BOB TUBO,MO-100003,NO,NO,0
2001144,1350,74,BOB TUBO,MO-100003,NO,NO,0
2001146,1400,50,BOB TUBO,MO-100003,NO,NO,0
2001147,980,115,BOB TUBO,MO-100004,NO,NO,0
2001148,1470,115,BOB TUBO,MO-100004,NO,NO,0
2001149,600,300,BOB TUBO,MO-100093,NO,NO,0
2001150,1200,200,BOB TUBO,MO-100061,NO,NO,0
2001151,900,120,BOB TUBO,MO-100056,NO,NO,0
2001152,750,60,BOB TUBO,MO-100049,NO,NO,0
2001153,1350,64,BOB TUBO,MO-100003,NO,NO,0
2001154,1500,74,BOB TUBO,MO-100003,NO,NO,0
2001155,600,55,BOB TUBO,MO-100002,NO,NO,0
2001158,1050,75,BOB TUBO,,NO,NO,0
2001162,1040,90,BOB SETUBO,MO-100030,NO,SI,0
2001167,600,300,BOB TUBO,MO-100093,NO,NO,0
2001171,1200,70,BOB TUBO,MO-100003,NO,NO,0
2001177,1050,60,BOB TUBO,MO-100003,NO,NO,0
2001178,1000,120,BOB TUBO,MO-100004,NO,NO,200
2001179,970,200,BOB LAMI,MO-100056,NO,NO,0
2001180,1260,95,BOB TUBO,MO-100004,NO,NO,0
2001181,1350,56,BOB TUBO,MO-100003,NO,NO,0
2001183,1400,64,BOB TUBO,MO-100002,NO,NO,0
2001184,1000,94,BOB TUBO,MO-100004,NO,NO,0
2001185,1000,74,BOB TUBO,MO-100002,NO,NO,0
2001190,1040,120,BOB SETUBO,MO-100108,NO,SI,0
2001193,900,65,BOB TUBO,MO-100002,NO,NO,0
2001194,840,65,BOB TUBO,MO-100021,NO,NO,0
2001195,940,75,BOB TUBO,MO-100002,NO,NO,0
2001196,1470,115,BOB TUBO,MO-100003,NO,NO,0
2001198,1040,85,BOB SETUBO,MO-100008,NO,SI,0
2001200,1080,140,BOB TUBO,MO-100056,NO,NO,0
2001201,1040,85,BOB SETUBO,MO-100030,NO,NO,0
2001202,960,90,BOB TUBO,MO-100024,NO,NO,0
2001205,600,120,BOB TUBO,MO-100004,NO,NO,0
2001206,650,75,BOB SETUBO,MO-100008,NO,NO,0
2001207,600,70,BOB TUBO,,NO,NO,0
2001208,1470,115,BOB TUBO,MO-100004,NO,NO,0
2001209,880,100,BOB TUBO,MO-100056,NO,NO,0
2001210,520,60,BOB TUBO,MO-100054,NO,NO,0
2001214,650,90,BOB TUBO,MO-100008,NO,NO,0
2001216,900,100,BOB TUBO,MO-100056,NO,NO,0
2001220,840,90,BOB TUBO,MO-100004,NO,NO,0
2001222,600,100,BOB TUBO,MO-100022,NO,NO,0
2001224,1200,50,BOB TUBO,MO-100002,NO,NO,0
2001228,840,70,BOB TUBO,MO-100002,NO,NO,0
2001230,1040,85,BOB TUBO,MO-100008,NO,NO,0
2001231,870,80,BOB TUBO,MO-100021,NO,NO,0
2001232,1200,115,BOB TUBO,MO-100004,NO,NO,0
2001233,1350,62,BOB TUBO,MO-100002,NO,NO,0
2001234,1400,56,BOB TUBO,MO-100002,NO,NO,0
2001235,1050,76,BOB TUBO,MO-100002,NO,NO,0
2001236,1050,50,BOB TUBO,MO-100002,NO,NO,225
2001237,1200,72,BOB TUBO,MO-100002,NO,NO,225
2001238,800,130,BOB TUBO,MO-100004,NO,NO,0
2001239,750,90,BOB TUBO,MO-100004,NO,NO,0
2001240,620,240,BOB TUBO,MO-100061,NO,NO,0
2001242,1040,105,BOB SETUBO,,NO,SI,0
2001245,850,130,BOB TUBO,,NO,NO,0
2001246,1260,60,BOB TUBO,MO-100003,NO,NO,0
2001247,1040,85,BOB SETUBO,MO-100008,NO,SI,0
2001249,700,50,BOB TUBO,MO-100002,NO,NO,0
2001250,840,60,BOB TUBO,MO-100002,NO,NO,0
2001251,800,120,BOB TUBO,MO-100056,NO,NO,0
2001252,1010,200,BOB TUBO,MO-100056,NO,NO,0
2001257,810,140,BOB TUBO,MO-100056,NO,NO,0
2001262,1050,130,BOB SETUBO,MO-100197,NO,SI,0
2001264,420,35,BOB SETUBO,MO-100001,NO,NO,0
2001265,1140,35,BOB TUBO,MO-100001,NO,NO,0
2001270,600,45,BOB TUBO,MO-100023,NO,NO,0
2001271,600,65,BOB SETUBO,MO-100008,NO,NO,0
2001276,1040,75,BOB SETUBO,MO-100008,NO,SI,0
2001278,1050,33,BOB TUBO,MO-100001,NO,NO,0
2001281,950,75,BOB TUBO,MO-100008,NO,NO,0
2001288,1070,105,BOB TUBO,MO-100008,NO,NO,0
2001292,600,65,BOB TUBO,,NO,NO,0
2001301,800,105,BOB TUBO,MO-100008,NO,NO,0
2001302,600,120,BOB SETUBO,MO-100076,NO,NO,0
2001307,580,40,BOB TUBO,MO-100001,NO,NO,0
2001308,1280,120,BOB TUBO,MO-100056,NO,NO,0
2001312,1040,140,BOB SETUBO,MO-100008,NO,SI,0
2001313,1040,85,BOB SETUBO,MO-100108,NO,NO,0
2001316,900,95,BOB TUBO,MO-100004,NO,NO,0
2001321,800,55,BOB TUBO,MO-100003,NO,NO,0
2001330,1100,85,BOB TUBO,MO-100030,NO,NO,0
2001331,1200,150,BOB TUBO,,NO,NO,0
2001339,1240,120,BOB TUBO,MO-100056,NO,NO,0
2001340,1250,70,BOB TUBO,MO-100003,NO,NO,0
2001343,650,100,BOB TUBO,MO-100004,NO,NO,0
2001344,900,98,BOB TUBO,MO-100004,NO,NO,0
2001345,740,58,BOB TUBO,MO-100002,NO,NO,130
2001346,1150,48,BOB TUBO,MO-100001,NO,NO,275
2001348,1000,86,BOB TUBO,MO-100004,NO,NO,0
2001349,1200,46,BOB TUBO,MO-100001,NO,NO,0
2001350,1200,66,BOB TUBO,MO-100003,NO,NO,0
2001351,1500,68,BOB TUBO,MO-100003,NO,NO,0
2001352,1400,45,BOB TUBO,MO-100023,NO,NO,0
2001356,850,90,BOB SETUBO,MO-100008,NO,SI,0
2001363,900,120,BOB TUBO,MO-100008,NO,NO,0
2001364,1160,140,BOB TUBO,MO-100056,NO,NO,0
2001367,1200,46,BOB TUBO,MO-100023,NO,NO,0
2001368,1050,46,BOB TUBO,MO-100023,NO,NO,0
2001369,1260,64,BOB TUBO,MO-100002,NO,NO,0
2001372,800,35,BOB TUBO,MO-100001,NO,NO,0
2001373,1330,48,BOB TUBO,MO-100002,NO,NO,200
2001374,560,140,BOB TUBO,MO-100004,NO,NO,105
2001376,800,130,BOB TUBO,MO-100004,NO,NO,0
2001381,600,60,BOB TUBO,MO-100002,NO,NO,0
2001383,1050,50,BOB TUBO,MO-100003,NO,NO,0
2001384,600,100,BOB TUBO,MO-100004,NO,NO,0
2001387,1000,50,BOB TUBO,MO-100002,NO,NO,200
2001388,570,160,BOB TUBO,,NO,NO,0
2001392,1000,40,BOB TUBO,MO-100023,NO,NO,200
2001393,720,40,BOB TUBO,MO-100023,NO,NO,150
2001394,720,50,BOB TUBO,MO-100002,NO,NO,150
2001395,900,50,BOB TUBO,MO-100002,NO,NO,130
2001396,1000,50,BOB TUBO,MO-100002,NO,NO,180
2001405,1200,67,BOB TUBO,MO-100003,NO,NO,0
2001406,1290,63,BOB TUBO,MO-100003,NO,NO,0
2001407,1350,74,BOB TUBO,MO-100003,NO,NO,0
2001408,815,120,BOB LAMI,MO-100056,NO,NO,0
2001410,1060,115,BOB TUBO,MO-100004,NO,NO,0
2001412,420,60,BOB TUBO,MO-100003,NO,NO,0
2001414,1120,140,BOB LAMI,,NO,NO,0
2001415,1160,140,BOB TUBO,,NO,NO,0
2001416,830,170,BOB TUBO,,NO,NO,140
2001417,1200,45,BOB TUBO,MO-100023,NO,NO,0
2001418,1200,50,BOB TUBO,MO-100003,NO,NO,0
2001419,1220,67,BOB TUBO,MO-100003,NO,NO,0
2001422,980,120,BOB TUBO,MO-100004,NO,NO,0
2001423,920,40,BOB TUBO,MO-100001,NO,NO,0
2001426,420,60,BOB TUBO,MO-100023,NO,NO,0
2001427,420,40,BOB TUBO,MO-100023,NO,NO,0
2001429,1800,120,BOB TUBO,MO-100004,NO,NO,0
2001443,1260,95,BOB TUBO,MO-100004,NO,NO,0
2001445,0,160,BOB TUBO,MO-100999,NO,NO,0
2001446,700,90,BOB SETUBO,MO-100108,NO,SI,0
2001449,640,75,BOB TUBO,,NO,NO,0
2001450,420,40,BOB TUBO,MO-100023,NO,NO,0
2001459,650,80,BOB SETUBO,MO-100038,NO,NO,0
2001460,640,75,BOB TUBO,,NO,NO,0
2001463,500,70,BOB TUBO,MO-100002,NO,NO,0
2001465,1070,100,BOB TUBO,,NO,NO,0
2001466,650,100,BOB TUBO,,NO,NO,0
2001468,580,40,BOB TUBO,MO-100023,NO,NO,0
2001471,420,60,BOB TUBO,MO-100003,NO,NO,0
2001472,1050,100,BOB SETUBO,MO-100030,NO,SI,0
2001473,1030,60,BOB TUBO,MO-100002,NO,NO,190
2001474,900,33,BOB TUBO,MO-100001,NO,NO,0
2001477,1040,80,BOB SETUBO,MO-100030,NO,SI,0
2001480,870,100,BOB LAMI,MO-100056,NO,NO,0
2001482,910,100,BOB TUBO,MO-100056,NO,NO,0
2001483,500,180,BOB TUBO,MO-100061,NO,NO,0
2001484,510,60,BOB TUBO,MO-100054,NO,NO,0
2001486,1100,100,BOB TUBO,MO-100056,NO,NO,0
2001488,900,68,BOB TUBO,MO-100002,NO,NO,0
2001489,700,63,BOB TUBO,MO-100002,NO,NO,0
2001490,700,73,BOB TUBO,MO-100002,NO,NO,0
2001491,1070,34,BOB LAMI,MO-100001,NO,NO,0
2001493,1130,34,BOB TUBO,MO-100001,NO,NO,0
2001502,800,60,BOB TUBO,MO-100002,NO,NO,0
2001504,700,45,BOB TUBO,MO-100001,NO,NO,0
2001511,520,34,BOB LAMI,MO-100001,NO,NO,0
2001512,1090,34,BOB TUBO,MO-100001,NO,NO,0
2001514,840,65,BOB TUBO,MO-100002,NO,NO,0
2001517,1050,68,BOB TUBO,MO-100003,NO,NO,0
2001518,450,55,BOB TUBO,MO-100054,NO,NO,0
2001520,800,55,BOB TUBO,MO-100003,NO,NO,0
2001523,790,90,BOB SETUBO,MO-100084,NO,NO,0
2001527,800,58,BOB TUBO,MO-100002,NO,NO,0
2001528,900,78,BOB TUBO,MO-100002,NO,NO,0
2001529,600,65,BOB TUBO,MO-100002,NO,NO,0
2001533,840,120,BOB TUBO,MO-100004,NO,NO,0
2001535,980,120,BOB TUBO,MO-100004,NO,NO,0
2001536,800,65,BOB TUBO,MO-100003,NO,NO,0
2001537,700,55,BOB TUBO,MO-100002,NO,NO,0
2001542,640,80,BOB SETUBO,MO-100074,NO,NO,0
2001543,1180,80,BOB TUBO,MO-100004,NO,NO,0
2001544,640,75,BOB SETUBO,MO-100008,NO,NO,0
2001545,640,75,BOB SETUBO,MO-100008,NO,NO,0
2001547,650,95,BOB TUBO,MO-100004,NO,NO,0
2001553,930,160,BOB LAMI,MO-100004,NO,NO,0
2001554,980,160,BOB TUBO,MO-100004,NO,NO,0
2001555,1200,68,BOB TUBO,MO-100003,NO,NO,0
2001558,800,90,BOB SETUBO,MO-100108,NO,NO,0
2001563,600,55,BOB TUBO,MO-100003,NO,NO,0
2001564,500,65,BOB TUBO,MO-100002,NO,NO,0
2001565,1040,105,BOB TUBO,,NO,NO,0
2001566,800,110,BOB TUBO,MO-100004,NO,NO,0
2001572,1030,85,BOB TUBO,MO-100116,NO,NO,0
2001573,1030,130,BOB TUBO,MO-100197,NO,NO,0
2001574,900,130,BOB TUBO,MO-100197,NO,NO,0
2001575,900,160,BOB TUBO,MO-100197,NO,NO,0
2001577,1040,85,BOB SETUBO,MO-100116,NO,SI,0
2001578,640,70,BOB TUBO,MO-100008,NO,NO,0
2001580,830,120,BOB LAMI,MO-100056,NO,NO,0
2001581,870,120,BOB TUBO,MO-100056,NO,NO,0
2001582,680,120,BOB LAMI,MO-100022,NO,NO,0
2001583,1400,120,BOB TUBO,MO-100056,NO,NO,0
2001585,1350,120,BOB TUBO,MO-100063,NO,NO,0
2001587,1300,400,BOB SETUBO,MO-100098,NO,NO,0
2001588,420,42,BOB TUBO,MO-100023,NO,NO,0
2001589,600,65,BOB TUBO,MO-100003,NO,NO,0
2001590,840,70,BOB TUBO,MO-100003,NO,NO,0
2001591,1000,80,BOB TUBO,MO-100004,NO,NO,0
2001592,900,70,BOB TUBO,MO-100003,NO,NO,0
2001593,800,50,BOB TUBO,MO-100003,NO,NO,0
2001594,800,60,BOB TUBO,MO-100003,NO,NO,0
2001597,800,125,BOBINAS PE,MO-100004,NO,NO,0
2001599,690,80,BOB SETUBO,MO-100008,NO,NO,0
2001600,640,120,BOB LAMI,MO-100022,NO,NO,0
2001601,690,120,BOB TUBO,MO-100022,NO,NO,0
2001602,540,60,BOB SETUBO,MO-100008,NO,NO,0
2001603,1050,80,BOB SETUBO,MO-100116,NO,SI,0
2001604,900,80,BOB SETUBO,MO-100116,NO,SI,0
