MES,REFERENCIA,CANTIDAD
2026-06-01,2014036,5833
2026-06-01,2014110,12565
2026-06-01,2014181,9680
2026-06-01,2014302,6650
2026-06-01,2014699,8623
2026-06-01,2014879,6479
2026-06-01,2014882,5577
2026-06-01,2014919,5974
2026-06-01,2014920,1514
2026-06-01,2014970,288856
2026-06-01,2015002,3147
2026-06-01,2015094,7639
2026-06-01,2015095,6284
2026-06-01,2015096,283
2026-06-01,2015097,162
2026-06-01,2015347,5335
2026-06-01,2015541,29048
2026-06-01,2015746,3182
2026-06-01,2015751,5102
2026-06-01,2015808,7877
2026-06-01,2015996,54672
2026-06-01,2015997,52050
2026-06-01,2016024,2556
2026-06-01,2016152,3856
2026-06-01,2016156,11056
2026-06-01,2016158,21712
2026-06-01,2016179,12664
2026-06-01,2016180,10048
2026-06-01,2016181,10708
2026-06-01,2016185,5896
2026-06-01,2016188,3702
2026-06-01,2016216,4088
2026-06-01,2016217,5429
2026-06-01,2016218,2032
2026-06-01,2016261,7423
2026-06-01,2016263,8994
2026-06-01,2016302,3544
2026-06-01,2016437,249
2026-06-01,2016438,746
2026-06-01,2016491,3531
2026-06-01,2016549,412
2026-06-01,2016557,486
2026-06-01,2016652,10039
2026-06-01,2016656,550
2026-06-01,2016771,25927
2026-06-01,2016776,1794
2026-06-01,2016780,27540
2026-06-01,2016781,26250
2026-06-01,2016971,6738
2026-06-01,2016972,13872
2026-06-01,2016973,13200
2026-06-01,2017363,19558
2026-06-01,2017393,96
2026-06-01,2017394,192
2026-06-01,2017409,52
2026-06-01,2017411,16
2026-06-01,2017413,64
2026-06-01,2017414,14
2026-06-01,2017464,6665
2026-06-01,2017501,8612
2026-06-01,2017536,18
2026-06-01,2017556,21008
2026-06-01,2017557,9866
2026-06-01,2017558,32144
2026-06-01,2017559,36729
2026-06-01,2017560,50
2026-06-01,2017565,62
2026-06-01,2017569,44034
2026-06-01,2017570,975
2026-06-01,2017571,975
2026-06-01,2017587,3300
2026-06-01,2017591,40
2026-06-01,2017631,12
2026-06-01,2017685,19820
2026-06-01,2017743,2599
2026-06-01,2017750,14
2026-06-01,2017880,30
2026-06-01,2017915,20560
2026-06-01,2017916,14784
2026-06-01,2017946,21012
2026-06-01,2017947,21000
2026-06-01,2017958,39372
2026-06-01,2017959,39450
2026-06-01,2018049,3388
2026-06-01,2018154,2340
2026-06-01,2018155,12144
2026-06-01,2018157,18303
2026-06-01,2018158,10000
2026-06-01,2018177,57688
2026-06-01,2018181,6118
2026-06-01,2018217,3949
2026-06-01,2018254,190883
2026-06-01,2018263,6643
2026-06-01,2018341,3130
2026-06-01,2018379,27720
2026-06-01,2018429,26316
2026-06-01,2018430,26250
2026-06-01,2018481,24290
2026-06-01,2018482,12145
2026-06-01,2018485,196721
2026-06-01,2018538,34680
2026-06-01,2018539,34650
2026-06-01,2018563,10404
2026-06-01,2018564,10500
2026-06-01,2018565,10
2026-06-01,2018568,10
2026-06-01,2018575,3976
2026-06-01,2018613,6300
2026-06-01,2018614,6360
2026-06-01,2018621,7810
2026-06-01,2018747,13668
2026-06-01,2018748,13500
2026-06-01,2018782,90300
2026-06-01,2018783,45150
2026-06-01,2018790,19380
2026-06-01,2018791,19440
2026-06-01,2018794,13872
2026-06-01,2018795,13800
2026-06-01,2018856,49048
2026-06-01,2018857,24524
2026-06-01,2018891,486
2026-06-01,2019055,170544
2026-06-01,2019056,170700
2026-06-01,2019086,105000
2026-06-01,2019087,52500
2026-06-01,2019126,7062
2026-06-01,2019200,131172
2026-06-01,2019201,131250
2026-06-01,2019225,4218
2026-06-01,2019226,26928
2026-06-01,2019227,26880
2026-06-01,2019230,26928
2026-06-01,2019231,26880
2026-06-01,2019246,82620
2026-06-01,2019247,82593
2026-06-01,2019289,41856
2026-06-01,2019290,41760
2026-06-01,2019293,66816
2026-06-01,2019294,66840
2026-06-01,2019370,78744
2026-06-01,2019371,78720
2026-06-01,2019372,78720
2026-06-01,2019446,13056
2026-06-01,2019447,13140
2026-06-01,2019491,1534
2026-06-01,2019492,1534
2026-06-01,2019495,73500
2026-06-01,2019496,36750
2026-06-01,2019521,30192
2026-06-01,2019522,30300
2026-06-01,2019530,17340
2026-06-01,2019531,17400
2026-06-01,2019581,393720
2026-06-01,2019582,393900
2026-06-01,2019646,38760
2026-06-01,2019647,38700
2026-06-01,2019666,39372
2026-06-01,2019667,39450
2026-06-01,2019811,17340
2026-06-01,2019812,17280
2026-06-01,2019825,190332
2026-06-01,2019826,190350
2026-06-01,2019827,190350
2026-06-01,2019856,60932
2026-06-01,2019879,160752
2026-06-01,2019884,15708
2026-06-01,2019885,15750
2026-06-01,2019888,15708
2026-06-01,2019889,15750
2026-06-01,2019890,14632
2026-06-01,2019891,7316
2026-06-01,2019916,428
2026-06-01,2019937,11016
2026-06-01,2019938,10950
2026-06-01,2019942,7140
2026-06-01,2019943,7200
2026-06-01,2019944,13668
2026-06-01,2019945,13500
2026-06-01,2019946,17340
2026-06-01,2019947,17280
2026-06-01,2019948,26316
2026-06-01,2019949,26250
2026-06-01,2019950,13056
2026-06-01,2019951,13200
2026-06-01,2019961,9792
2026-06-01,2019962,9720
2026-07-01,2000027,10164
2026-07-01,2000043,26056
2026-07-01,2000044,2940
2026-07-01,2000109,1521
2026-07-01,2000979,2160
2026-07-01,2000981,4143
2026-07-01,2001003,36755
2026-07-01,2001121,46596
2026-07-01,2001231,7752
2026-07-01,2001544,1663
2026-07-01,2001545,3742
2026-07-01,2001577,13034
2026-07-01,2001604,5748
2026-07-01,2001606,918
2026-07-01,2001614,6039
2026-07-01,2001619,20605
2026-07-01,2001672,2970
2026-07-01,2001796,5923
2026-07-01,2002020,54529
2026-07-01,2002234,1344
2026-07-01,2002297,3718
2026-07-01,2002383,3248
2026-07-01,2002424,19746
2026-07-01,2002425,2098
2026-07-01,2002442,16192
2026-07-01,2002462,278
2026-07-01,2002496,4950
2026-07-01,2002599,1347
2026-07-01,2002859,38
2026-07-01,2003021,10929
2026-07-01,2003023,7286
2026-07-01,2003163,370
2026-07-01,2004081,3854
2026-07-01,2004876,4818
2026-07-01,2004955,6710
2026-07-01,2005270,4961
2026-07-01,2005591,6764
2026-07-01,2005592,4642
2026-07-01,2005669,4436
2026-07-01,2005943,279700
2026-07-01,2005962,11548
2026-07-01,2006020,3382
2026-07-01,2006039,5032
2026-07-01,2006186,252
2026-07-01,2006205,317
2026-07-01,2006222,973
2026-07-01,2006335,223
2026-07-01,2006449,754
2026-07-01,2006450,503
2026-07-01,2006655,5861
2026-07-01,2007120,364
2026-07-01,2009486,1732
2026-07-01,2009532,29377
2026-07-01,2009680,1224
2026-07-01,2009880,72000
2026-07-01,2009901,13200
2026-07-01,2009951,249
2026-07-01,2009968,20000
2026-07-01,2010131,94
2026-07-01,2010134,94
2026-07-01,2010169,524
2026-07-01,2010241,36380
2026-07-01,2010277,3740
2026-07-01,2010374,558
2026-07-01,2010447,3990
2026-07-01,2010460,746
2026-07-01,2010461,746
2026-07-01,2010853,174
2026-07-01,2010886,2369
2026-07-01,2010962,761
2026-07-01,2010995,2397
2026-07-01,2011018,150290
2026-07-01,2011020,162
2026-07-01,2011071,136
2026-07-01,2011080,4686
2026-07-01,2011093,2
2026-07-01,2011103,892
2026-07-01,2011226,1282
2026-07-01,2011227,9764
2026-07-01,2011232,9148
2026-07-01,2011275,14430
2026-07-01,2011276,8789
2026-07-01,2011297,43905
2026-07-01,2011799,31995
2026-07-01,2011822,3976
2026-07-01,2011827,30857
2026-07-01,2011849,2762505
2026-07-01,2011991,2255
2026-07-01,2011992,1546
2026-07-01,2012035,156191
2026-07-01,2012079,6660
2026-07-01,2012104,3251
2026-07-01,2012141,2838
2026-07-01,2012142,49471
2026-07-01,2012143,29412
2026-07-01,2012208,30492
2026-07-01,2012226,5500
2026-07-01,2012314,112355
2026-07-01,2012338,2067
2026-07-01,2012487,277
2026-07-01,2012488,8
2026-07-01,2012497,6248
2026-07-01,2012499,36842
2026-07-01,2012559,4356
2026-07-01,2012563,19457
2026-07-01,2012623,3158
2026-07-01,2012628,55816
2026-07-01,2012687,2681
2026-07-01,2012743,9716
2026-07-01,2012744,10698
2026-07-01,2012746,11304
2026-07-01,2012750,18950
2026-07-01,2012754,638
2026-07-01,2012761,27142
2026-07-01,2012809,5555
2026-07-01,2012857,4039
2026-07-01,2012922,36627
2026-07-01,2012923,6832
2026-07-01,2012959,14982
2026-07-01,2012962,10219
2026-07-01,2012964,9388
2026-07-01,2013230,476
2026-07-01,2013348,2540
2026-07-01,2013426,1751
2026-07-01,2013427,6260
2026-07-01,2013441,5052
2026-07-01,2013442,2480
2026-07-01,2013448,7092
2026-07-01,2013451,8730
2026-07-01,2013453,6416
2026-07-01,2013640,14085
2026-07-01,2013730,2917
2026-07-01,2013760,3551
2026-07-01,2013974,560000
2026-07-01,2013997,760724
2026-07-01,2013998,362250
2026-07-01,2014036,5833
2026-07-01,2014110,12565
2026-07-01,2014181,24533
2026-07-01,2014236,875
2026-07-01,2014302,6650
2026-07-01,2014307,3506
2026-07-01,2014329,4274
2026-07-01,2014597,4770
2026-07-01,2014606,20952
2026-07-01,2014629,23890
2026-07-01,2014699,12022
2026-07-01,2014879,6479
2026-07-01,2014970,253560
2026-07-01,2014971,48682
2026-07-01,2015001,3568
2026-07-01,2015002,3934
2026-07-01,2015094,7639
2026-07-01,2015095,14664
2026-07-01,2015096,283
2026-07-01,2015203,2284
2026-07-01,2015347,7469
2026-07-01,2015541,33956
2026-07-01,2015563,3248
2026-07-01,2015670,9996
2026-07-01,2015671,9600
2026-07-01,2015746,3182
2026-07-01,2015748,3948
2026-07-01,2015808,7877
2026-07-01,2016152,3856
2026-07-01,2016156,14297
2026-07-01,2016181,33235
2026-07-01,2016185,4422
2026-07-01,2016188,6574
2026-07-01,2016217,8778
2026-07-01,2016253,1714
2026-07-01,2016261,11134
2026-07-01,2016263,8994
2026-07-01,2016302,3544
2026-07-01,2016437,398
2026-07-01,2016438,1193
2026-07-01,2016510,25286
2026-07-01,2016549,412
2026-07-01,2016557,1088
2026-07-01,2016652,10039
2026-07-01,2016918,15820
2026-07-01,2016971,6738
2026-07-01,2017363,25146
2026-07-01,2017393,96
2026-07-01,2017394,124
2026-07-01,2017395,14
2026-07-01,2017409,44
2026-07-01,2017410,14
2026-07-01,2017411,18
2026-07-01,2017413,42
2026-07-01,2017414,8
2026-07-01,2017422,10000
2026-07-01,2017425,12496
2026-07-01,2017464,6665
2026-07-01,2017501,8612
2026-07-01,2017536,18
2026-07-01,2017540,4054
2026-07-01,2017543,8
2026-07-01,2017556,22232
2026-07-01,2017557,9488
2026-07-01,2017558,46845
2026-07-01,2017559,32648
2026-07-01,2017560,52
2026-07-01,2017569,44034
2026-07-01,2017570,244
2026-07-01,2017571,244
2026-07-01,2017591,48
2026-07-01,2017654,3696
2026-07-01,2017685,55910
2026-07-01,2017743,2599
2026-07-01,2017750,40
2026-07-01,2017880,30
2026-07-01,2017915,60096
2026-07-01,2017916,45091
2026-07-01,2017946,21000
2026-07-01,2017947,10500
2026-07-01,2018154,2340
2026-07-01,2018155,18823
2026-07-01,2018156,15108
2026-07-01,2018164,18088
2026-07-01,2018170,1350
2026-07-01,2018177,80698
2026-07-01,2018181,6798
2026-07-01,2018217,3160
2026-07-01,2018254,186010
2026-07-01,2018263,6643
2026-07-01,2018341,9388
2026-07-01,2018379,36960
2026-07-01,2018388,4
2026-07-01,2018483,21508
2026-07-01,2018484,10754
2026-07-01,2018485,206825
2026-07-01,2018538,69300
2026-07-01,2018539,34650
2026-07-01,2018782,90300
2026-07-01,2018783,45150
2026-07-01,2018986,9482
2026-07-01,2019086,105000
2026-07-01,2019087,52500
2026-07-01,2019103,3438
2026-07-01,2019126,7062
2026-07-01,2019143,4509
2026-07-01,2019146,6324
2026-07-01,2019147,6360
2026-07-01,2019225,3797
2026-07-01,2019381,23204
2026-07-01,2019382,11602
2026-07-01,2019386,106632
2026-07-01,2019387,53316
2026-07-01,2019421,380622
2026-07-01,2019422,190311
2026-07-01,2019423,190311
2026-07-01,2019491,2191
2026-07-01,2019492,2191
2026-07-01,2019495,105000
2026-07-01,2019496,52500
2026-07-01,2019613,11550
2026-07-01,2019624,61746
2026-07-01,2019625,30873
2026-07-01,2019856,82761
2026-07-01,2019881,6528
2026-07-01,2019882,6450
2026-07-01,2019883,6450
2026-07-01,2019895,8094
2026-07-01,2019896,210000
2026-07-01,2019897,105000
2026-07-01,2019916,855
2026-07-01,2019959,10812
2026-07-01,2019960,10800
2026-08-01,2000027,8470
2026-08-01,2000043,23476
2026-08-01,2000109,2433
2026-08-01,2000114,7359
2026-08-01,2000979,3396
2026-08-01,2000981,1621
2026-08-01,2001003,29025
2026-08-01,2001121,29223
2026-08-01,2001231,4772
2026-08-01,2001544,1663
2026-08-01,2001545,3742
2026-08-01,2001577,3161
2026-08-01,2001603,7934
2026-08-01,2001604,4658
2026-08-01,2001606,1723
2026-08-01,2001614,7248
2026-08-01,2001619,21343
2026-08-01,2001796,5923
2026-08-01,2002020,46510
2026-08-01,2002297,3718
2026-08-01,2002333,4462
2026-08-01,2002424,15795
2026-08-01,2002425,1924
2026-08-01,2002442,16192
2026-08-01,2002496,4950
2026-08-01,2002599,1347
2026-08-01,2003023,8500
2026-08-01,2003028,465
2026-08-01,2003073,2056
2026-08-01,2003163,370
2026-08-01,2003556,6094
2026-08-01,2003673,5696
2026-08-01,2004081,3614
2026-08-01,2004083,5634
2026-08-01,2004225,1202
2026-08-01,2005450,204
2026-08-01,2005669,812
2026-08-01,2005943,228230
2026-08-01,2005963,9801
2026-08-01,2006186,252
2026-08-01,2006222,973
2026-08-01,2006451,754
2026-08-01,2006655,3663
2026-08-01,2008405,1140
2026-08-01,2009486,1732
2026-08-01,2009532,17626
2026-08-01,2009680,510
2026-08-01,2009880,30000
2026-08-01,2009901,13200
2026-08-01,2009951,1494
2026-08-01,2010241,21709
2026-08-01,2010253,392
2026-08-01,2010277,4156
2026-08-01,2010360,247
2026-08-01,2010361,247
2026-08-01,2010374,558
2026-08-01,2010447,2721
2026-08-01,2010460,249
2026-08-01,2010461,249
2026-08-01,2010886,1801
2026-08-01,2011018,225584
2026-08-01,2011020,162
2026-08-01,2011071,92
2026-08-01,2011084,390
2026-08-01,2011093,2
2026-08-01,2011103,2973
2026-08-01,2011232,11732
2026-08-01,2011275,14430
2026-08-01,2011276,8789
2026-08-01,2011297,12727
2026-08-01,2011799,15671
2026-08-01,2011827,23012
2026-08-01,2011849,1625215
2026-08-01,2011992,3478
2026-08-01,2011993,2609
2026-08-01,2012035,156191
2026-08-01,2012104,2652
2026-08-01,2012141,2838
2026-08-01,2012142,45330
2026-08-01,2012143,24888
2026-08-01,2012208,30492
2026-08-01,2012226,5500
2026-08-01,2012314,102414
2026-08-01,2012317,4192
2026-08-01,2012333,1182
2026-08-01,2012336,305
2026-08-01,2012357,1486
2026-08-01,2012487,211
2026-08-01,2012489,6
2026-08-01,2012559,4356
2026-08-01,2012563,15077
2026-08-01,2012623,1579
2026-08-01,2012628,55816
2026-08-01,2012687,2681
2026-08-01,2012743,27784
2026-08-01,2012744,9416
2026-08-01,2012746,9244
2026-08-01,2012750,10528
2026-08-01,2012754,580
2026-08-01,2012761,9047
2026-08-01,2012809,5555
2026-08-01,2012922,22796
2026-08-01,2012923,5901
2026-08-01,2012964,9388
2026-08-01,2013169,27266
2026-08-01,2013230,476
2026-08-01,2013346,5157
2026-08-01,2013347,5286
2026-08-01,2013426,1751
2026-08-01,2013427,5010
2026-08-01,2013441,4364
2026-08-01,2013442,1240
2026-08-01,2013448,5728
2026-08-01,2013451,7366
2026-08-01,2013453,5728
2026-08-01,2013640,14085
2026-08-01,2013682,10196
2026-08-01,2013683,9234
2026-08-01,2013684,5647
2026-08-01,2013686,4000
2026-08-01,2013730,2917
2026-08-01,2013760,5326
2026-08-01,2013974,1120000
2026-08-01,2013997,760724
2026-08-01,2013998,362250
2026-08-01,2014023,3434
2026-08-01,2014036,5833
2026-08-01,2014110,14709
2026-08-01,2014181,24533
2026-08-01,2014236,350
2026-08-01,2014247,173
2026-08-01,2014302,3800
2026-08-01,2014616,4897
2026-08-01,2014678,3765
2026-08-01,2014699,31601
2026-08-01,2014862,1536
2026-08-01,2014879,6479
2026-08-01,2014970,160859
2026-08-01,2015002,3934
2026-08-01,2015003,498
2026-08-01,2015094,4847
2026-08-01,2015095,11144
2026-08-01,2015097,162
2026-08-01,2015166,390
2026-08-01,2015347,3734
2026-08-01,2015541,23766
2026-08-01,2015746,3182
2026-08-01,2015751,6804
2026-08-01,2015783,624
2026-08-01,2015808,7877
2026-08-01,2015949,518
2026-08-01,2015950,468
2026-08-01,2015976,4372
2026-08-01,2015995,1483
2026-08-01,2016152,3856
2026-08-01,2016156,10024
2026-08-01,2016177,2455
2026-08-01,2016181,10708
2026-08-01,2016182,2772
2026-08-01,2016185,4422
2026-08-01,2016188,3702
2026-08-01,2016207,4672
2026-08-01,2016208,4218
2026-08-01,2016216,4088
2026-08-01,2016217,11550
2026-08-01,2016253,1714
2026-08-01,2016261,11134
2026-08-01,2016262,1772
2026-08-01,2016263,8994
2026-08-01,2016264,8812
2026-08-01,2016271,518
2026-08-01,2016302,3544
2026-08-01,2016437,149
2026-08-01,2016438,447
2026-08-01,2016557,486
2026-08-01,2016652,10039
2026-08-01,2017363,11176
2026-08-01,2017393,96
2026-08-01,2017394,102
2026-08-01,2017409,28
2026-08-01,2017414,8
2026-08-01,2017464,6665
2026-08-01,2017501,8612
2026-08-01,2017536,18
2026-08-01,2017540,4054
2026-08-01,2017556,20247
2026-08-01,2017557,9866
2026-08-01,2017558,19015
2026-08-01,2017559,24486
2026-08-01,2017560,42
2026-08-01,2017570,1462
2026-08-01,2017571,1462
2026-08-01,2017587,4125
2026-08-01,2017591,40
2026-08-01,2017685,40664
2026-08-01,2017743,2599
2026-08-01,2017750,26
2026-08-01,2017916,28829
2026-08-01,2017946,21000
2026-08-01,2017947,10500
2026-08-01,2018154,2340
2026-08-01,2018155,18823
2026-08-01,2018177,68634
2026-08-01,2018181,6798
2026-08-01,2018217,3160
2026-08-01,2018254,194961
2026-08-01,2018263,6643
2026-08-01,2018341,6259
2026-08-01,2018379,27345
2026-08-01,2018485,197762
2026-08-01,2018538,69300
2026-08-01,2018539,34650
2026-08-01,2018621,7810
2026-08-01,2018782,90300
2026-08-01,2018783,45150
2026-08-01,2018856,49048
2026-08-01,2018857,24524
2026-08-01,2019086,105000
2026-08-01,2019087,52500
2026-08-01,2019225,1687
2026-08-01,2019386,51184
2026-08-01,2019387,25592
2026-08-01,2019491,1534
2026-08-01,2019492,1534
2026-08-01,2019495,73500
2026-08-01,2019496,36750
2026-08-01,2019613,8663
2026-08-01,2019825,761244
2026-08-01,2019826,380622
2026-08-01,2019827,380622
2026-08-01,2019890,14632
2026-08-01,2019891,7316
2026-09-01,2000027,6776
2026-09-01,2000043,25848
2026-09-01,2000109,1521
2026-09-01,2000979,1604
2026-09-01,2000981,2475
2026-09-01,2000998,466
2026-09-01,2001003,30854
2026-09-01,2001121,45018
2026-09-01,2001231,5609
2026-09-01,2001544,1663
2026-09-01,2001545,3118
2026-09-01,2001577,3161
2026-09-01,2001606,2270
2026-09-01,2001619,18937
2026-09-01,2001672,2970
2026-09-01,2001796,5923
2026-09-01,2002020,46510
2026-09-01,2002234,1344
2026-09-01,2002297,3718
2026-09-01,2002330,5576
2026-09-01,2002383,3248
2026-09-01,2002424,11847
2026-09-01,2002425,2624
2026-09-01,2002442,11726
2026-09-01,2002462,189
2026-09-01,2002477,4100
2026-09-01,2002479,8815
2026-09-01,2002496,4950
2026-09-01,2002599,1347
2026-09-01,2002646,1913
2026-09-01,2002859,38
2026-09-01,2003021,10929
2026-09-01,2003023,7286
2026-09-01,2003028,557
2026-09-01,2003163,645
2026-09-01,2004081,2890
2026-09-01,2005270,3382
2026-09-01,2005669,812
2026-09-01,2005943,290163
2026-09-01,2005962,16161
2026-09-01,2006205,317
2026-09-01,2006222,973
2026-09-01,2006449,754
2026-09-01,2006450,503
2026-09-01,2006655,3663
2026-09-01,2007120,572
2026-09-01,2009486,1732
2026-09-01,2009532,41129
2026-09-01,2009680,510
2026-09-01,2009880,30000
2026-09-01,2009951,498
2026-09-01,2009968,20000
2026-09-01,2010046,8064
2026-09-01,2010169,361
2026-09-01,2010185,8539
2026-09-01,2010241,37705
2026-09-01,2010277,2494
2026-09-01,2010374,558
2026-09-01,2010447,2721
2026-09-01,2010460,994
2026-09-01,2010461,994
2026-09-01,2010725,353
2026-09-01,2010886,2591
2026-09-01,2010962,761
2026-09-01,2010995,2397
2026-09-01,2011018,174980
2026-09-01,2011020,162
2026-09-01,2011071,57
2026-09-01,2011080,1952
2026-09-01,2011093,2
2026-09-01,2011232,5852
2026-09-01,2011275,14430
2026-09-01,2011276,8789
2026-09-01,2011297,36898
2026-09-01,2011827,24058
2026-09-01,2011849,2176170
2026-09-01,2011991,2319
2026-09-01,2012007,772
2026-09-01,2012035,185800
2026-09-01,2012104,2794
2026-09-01,2012141,2838
2026-09-01,2012142,46561
2026-09-01,2012143,20002
2026-09-01,2012174,5029
2026-09-01,2012208,30492
2026-09-01,2012226,28825
2026-09-01,2012314,56511
2026-09-01,2012455,9821
2026-09-01,2012487,146
2026-09-01,2012489,6
2026-09-01,2012497,6248
2026-09-01,2012499,6236
2026-09-01,2012505,1167
2026-09-01,2012506,867
2026-09-01,2012559,4356
2026-09-01,2012563,19186
2026-09-01,2012623,3158
2026-09-01,2012628,55816
2026-09-01,2012687,2925
2026-09-01,2012743,36598
2026-09-01,2012744,9416
2026-09-01,2012746,10085
2026-09-01,2012750,18950
2026-09-01,2012754,696
2026-09-01,2012761,18095
2026-09-01,2012922,28490
2026-09-01,2012923,5919
2026-09-01,2012959,7491
2026-09-01,2012962,10219
2026-09-01,2012964,9388
2026-09-01,2013230,476
2026-09-01,2013426,1751
2026-09-01,2013427,5946
2026-09-01,2013441,4364
2026-09-01,2013442,2480
2026-09-01,2013448,5728
2026-09-01,2013451,7366
2026-09-01,2013453,5728
2026-09-01,2013627,207
2026-09-01,2013640,14085
2026-09-01,2013682,4369
2026-09-01,2013683,2306
2026-09-01,2013730,2917
2026-09-01,2013760,9171
2026-09-01,2013902,2330
2026-09-01,2013946,4160
2026-09-01,2013974,560000
2026-09-01,2013997,760724
2026-09-01,2013998,362250
2026-09-01,2014036,9479
2026-09-01,2014110,12565
2026-09-01,2014181,28038
2026-09-01,2014236,350
2026-09-01,2014302,6650
2026-09-01,2014597,5300
2026-09-01,2014699,9982
2026-09-01,2014882,5577
2026-09-01,2014970,288501
2026-09-01,2015001,1487
2026-09-01,2015002,3934
2026-09-01,2015048,2494
2026-09-01,2015094,7639
2026-09-01,2015095,7709
2026-09-01,2015097,162
2026-09-01,2015099,1754
2026-09-01,2015347,6402
2026-09-01,2015541,22638
2026-09-01,2015563,4494
2026-09-01,2015564,2046
2026-09-01,2015606,1037
2026-09-01,2015746,3054
2026-09-01,2015762,1988
2026-09-01,2015808,7877
2026-09-01,2015822,5808
2026-09-01,2015994,2863
2026-09-01,2016152,3856
2026-09-01,2016156,5897
2026-09-01,2016177,2864
2026-09-01,2016181,16211
2026-09-01,2016185,5159
2026-09-01,2016188,6574
2026-09-01,2016192,2860
2026-09-01,2016208,4218
2026-09-01,2016217,12705
2026-09-01,2016261,11134
2026-09-01,2016263,8994
2026-09-01,2016281,3097
2026-09-01,2016302,3544
2026-09-01,2016437,249
2026-09-01,2016438,746
2026-09-01,2016491,3531
2026-09-01,2016557,486
2026-09-01,2016652,10039
2026-09-01,2016656,2200
2026-09-01,2017215,10270
2026-09-01,2017363,11176
2026-09-01,2017393,96
2026-09-01,2017394,112
2026-09-01,2017409,28
2026-09-01,2017410,14
2026-09-01,2017411,12
2026-09-01,2017413,32
2026-09-01,2017414,10
2026-09-01,2017464,6665
2026-09-01,2017501,8612
2026-09-01,2017502,2198
2026-09-01,2017536,18
2026-09-01,2017556,19243
2026-09-01,2017557,9079
2026-09-01,2017558,31545
2026-09-01,2017559,24486
2026-09-01,2017560,32
2026-09-01,2017565,34
2026-09-01,2017566,14
2026-09-01,2017569,89961
2026-09-01,2017570,487
2026-09-01,2017571,487
2026-09-01,2017591,32
2026-09-01,2017600,1050000
2026-09-01,2017685,15250
2026-09-01,2017743,2599
2026-09-01,2017880,16
2026-09-01,2017916,30492
2026-09-01,2018049,3388
2026-09-01,2018154,2340
2026-09-01,2018155,18823
2026-09-01,2018156,15108
2026-09-01,2018158,10000
2026-09-01,2018177,88287
2026-09-01,2018180,4
2026-09-01,2018181,6798
2026-09-01,2018217,3160
2026-09-01,2018254,201505
2026-09-01,2018263,6643
2026-09-01,2018379,27720
2026-09-01,2018485,190572
2026-09-01,2018565,4
2026-09-01,2018575,1988
2026-09-01,2018621,3905
2026-09-01,2018657,1822
2026-09-01,2018658,905
2026-09-01,2018659,1881
2026-09-01,2018660,5527
2026-09-01,2018661,1855
2026-09-01,2018782,90300
2026-09-01,2018783,45150
2026-09-01,2018891,486
2026-09-01,2018986,11852
2026-09-01,2019086,105000
2026-09-01,2019087,52500
2026-09-01,2019103,3438
2026-09-01,2019126,2354
2026-09-01,2019131,156328
2026-09-01,2019132,78164
2026-09-01,2019143,4509
2026-09-01,2019225,844
2026-09-01,2019381,35700
2026-09-01,2019382,17850
2026-09-01,2019386,53316
2026-09-01,2019387,26658
2026-09-01,2019392,7952
2026-09-01,2019613,5775
2026-09-01,2019655,3987
2026-09-01,2019895,8094
2026-09-01,2019896,210000
2026-09-01,2019897,105000
2026-09-01,2019916,855
2026-10-01,2000027,11858
2026-10-01,2000043,25376
2026-10-01,2000044,2388
2026-10-01,2000109,2433
2026-10-01,2000114,7359
2026-10-01,2000979,3560
2026-10-01,2000981,2313
2026-10-01,2001003,32775
2026-10-01,2001121,37122
2026-10-01,2001231,4633
2026-10-01,2001544,1663
2026-10-01,2001545,3118
2026-10-01,2001577,15410
2026-10-01,2001606,1261
2026-10-01,2001614,15099
2026-10-01,2001619,22162
2026-10-01,2001672,2970
2026-10-01,2001796,9872
2026-10-01,2002020,57202
2026-10-01,2002297,3718
2026-10-01,2002333,4462
2026-10-01,2002424,13821
2026-10-01,2002425,3498
2026-10-01,2002442,2792
2026-10-01,2002462,189
2026-10-01,2002496,4950
2026-10-01,2002599,1347
2026-10-01,2002646,1913
2026-10-01,2003023,7286
2026-10-01,2003073,1344
2026-10-01,2003163,370
2026-10-01,2003673,5752
2026-10-01,2004081,2408
2026-10-01,2004083,4426
2026-10-01,2004225,1202
2026-10-01,2004894,5046
2026-10-01,2005270,3382
2026-10-01,2005591,4510
2026-10-01,2005592,2321
2026-10-01,2005669,4030
2026-10-01,2005787,3907
2026-10-01,2005851,5000
2026-10-01,2005943,256854
2026-10-01,2006039,5032
2026-10-01,2006186,505
2026-10-01,2006222,973
2026-10-01,2006655,3663
2026-10-01,2007253,345
2026-10-01,2008405,570
2026-10-01,2008458,1818
2026-10-01,2009486,1732
2026-10-01,2009532,17626
2026-10-01,2009680,1224
2026-10-01,2009880,72000
2026-10-01,2009901,26400
2026-10-01,2009951,498
2026-10-01,2010100,591
2026-10-01,2010169,361
2026-10-01,2010190,3416
2026-10-01,2010239,173
2026-10-01,2010240,25
2026-10-01,2010241,33725
2026-10-01,2010253,392
2026-10-01,2010277,3532
2026-10-01,2010356,388
2026-10-01,2010374,558
2026-10-01,2010447,3628
2026-10-01,2010460,1491
2026-10-01,2010461,1491
2026-10-01,2010886,1801
2026-10-01,2010962,1141
2026-10-01,2010995,2397
2026-10-01,2011018,140172
2026-10-01,2011020,162
2026-10-01,2011071,85
2026-10-01,2011080,2344
2026-10-01,2011084,586
2026-10-01,2011093,2
